service_id,date,exception_type
0,20100101,2
0,20100531,2
0,20100704,2
0,20100906,2
0,20101125,2
0,20101225,2
0,20110101,2
0,20110530,2
0,20110704,2
0,20110905,2
0,20111124,2
0,20111225,2
0,20120101,2
0,20120528,2
0,20120704,2
0,20120903,2
0,20121122,2
0,20121225,2
0,20130101,2
0,20130527,2
0,20130704,2
0,20130902,2
0,20131128,2
0,20131225,2
0,20140101,2
0,20140526,2
0,20140704,2
0,20140901,2
0,20141127,2
0,20141225,2
0,20150101,2
0,20150526,2
0,20150704,2
0,20150901,2
0,20151127,2
0,20151225,2
0,20160101,2
0,20160526,2
0,20160704,2
0,20160905,2
0,20161124,2
0,20161225,2
0,20170101,2
0,20170529,2
0,20170704,2
0,20170904,2
0,20171110,2
0,20171123,2
0,20171124,2
0,20171225,2
0,20180101,2
0,20180529,2
0,20180704,2
0,20180904,2
0,20181110,2
0,20181123,2
0,20181124,2
0,20181225,2
1,20100101,2
1,20100531,2
1,20100704,2
1,20100906,2
1,20101125,2
1,20101225,2
1,20110101,2
1,20110530,2
1,20110704,2
1,20110905,2
1,20111124,2
1,20111225,2
1,20120101,2
1,20120528,2
1,20120704,2
1,20120903,2
1,20121122,2
1,20121225,2
1,20130101,2
1,20130527,2
1,20130704,2
1,20130902,2
1,20131128,2
1,20131225,2
1,20140101,2
1,20140526,2
1,20140704,2
1,20140901,2
1,20141127,2
1,20141225,2
1,20150101,2
1,20150526,2
1,20150704,2
1,20150901,2
1,20151127,2
1,20151225,2
1,20160101,2
1,20160526,2
1,20160704,2
1,20160905,2
1,20161124,2
1,20161225,2
1,20170101,2
1,20170529,2
1,20170704,2
1,20170904,2
1,20171110,2
1,20171123,2
1,20171124,2
1,20171225,2
1,20180101,2
1,20180529,2
1,20180704,2
1,20180904,2
1,20181110,2
1,20181123,2
1,20181124,2
1,20181225,2
2,20100101,2
2,20100531,2
2,20100704,2
2,20100906,2
2,20101125,2
2,20101225,2
2,20110101,2
2,20110530,2
2,20110704,2
2,20110905,2
2,20111124,2
2,20111225,2
2,20120101,2
2,20120528,2
2,20120704,2
2,20120903,2
2,20121122,2
2,20121225,2
2,20130101,2
2,20130527,2
2,20130704,2
2,20130902,2
2,20131128,2
2,20131225,2
2,20140101,2
2,20140526,2
2,20140704,2
2,20140901,2
2,20141127,2
2,20141225,2
2,20150101,2
2,20150526,2
2,20150704,2
2,20150901,2
2,20151127,2
2,20151225,2
2,20160101,2
2,20160526,2
2,20160704,2
2,20160905,2
2,20161124,2
2,20161225,2
2,20170101,2
2,20170529,2
2,20170704,2
2,20170904,2
2,20171110,2
2,20171123,2
2,20171124,2
2,20171225,2
2,20180101,2
2,20180529,2
2,20180704,2
2,20180904,2
2,20181110,2
2,20181123,2
2,20181124,2
2,20181225,2
3,20100101,2
3,20100531,2
3,20100704,2
3,20100906,2
3,20101125,2
3,20101225,2
3,20110101,2
3,20110530,2
3,20110704,2
3,20110905,2
3,20111124,2
3,20111225,2
3,20120101,2
3,20120528,2
3,20120704,2
3,20120903,2
3,20121122,2
3,20121225,2
3,20130101,2
3,20130527,2
3,20130704,2
3,20130902,2
3,20131128,2
3,20131225,2
3,20140101,2
3,20140526,2
3,20140704,2
3,20140905,2
3,20141127,2
3,20141225,2
3,20150101,2
3,20150526,2
3,20150704,2
3,20150901,2
3,20151127,2
3,20151225,2
3,20160101,2
3,20160526,2
3,20160704,2
3,20160901,2
3,20161124,2
3,20161225,2
3,20170101,2
3,20170529,2
3,20170704,2
3,20170904,2
3,20171110,2
3,20171123,2
3,20171124,2
3,20171225,2
3,20180101,2
3,20180529,2
3,20180704,2
3,20180904,2
3,20181110,2
3,20181123,2
3,20181124,2
3,20181225,2
4,20100101,2
4,20100531,2
4,20100704,2
4,20100906,2
4,20101125,2
4,20101225,2
4,20110101,2
4,20110530,2
4,20110704,2
4,20110905,2
4,20111124,2
4,20111225,2
4,20120101,2
4,20120528,2
4,20120704,2
4,20120903,2
4,20121122,2
4,20121225,2
4,20130101,2
4,20130527,2
4,20130704,2
4,20130902,2
4,20131128,2
4,20131225,2
4,20140101,2
4,20140526,2
4,20140704,2
4,20140901,2
4,20141127,2
4,20141225,2
4,20150101,2
4,20150526,2
4,20150704,2
4,20150901,2
4,20151127,2
4,20151225,2
4,20160101,2
4,20160526,2
4,20160704,2
4,20160905,2
4,20161124,2
4,20161225,2
4,20170101,2
4,20170529,2
4,20170704,2
4,20170904,2
4,20171110,2
4,20171123,2
4,20171124,2
4,20171225,2
4,20180101,2
4,20180529,2
4,20180704,2
4,20180904,2
4,20181110,2
4,20181123,2
4,20181124,2
4,20181225,2
5,20100101,2
5,20100531,2
5,20100704,2
5,20100906,2
5,20101125,2
5,20101225,2
5,20110101,2
5,20110530,2
5,20110704,2
5,20110905,2
5,20111124,2
5,20111225,2
5,20120101,2
5,20120528,2
5,20120704,2
5,20120903,2
5,20121122,2
5,20121225,2
5,20130101,2
5,20130527,2
5,20130704,2
5,20130902,2
5,20131128,2
5,20131225,2
5,20140101,2
5,20140526,2
5,20140704,2
5,20140901,2
5,20141127,2
