stop_id,stop_name,stop_lat,stop_lon
1331,54th St. & Wilton Pl.,33.993268,-118.314753
1332,54th St. & Arlington Ave.,33.993263,-118.3181
1333,54th St. & 2nd Ave.,33.993284,-118.319032
1334,54th St. & 4th Ave.,33.993275,-118.321266
1335,54th St. & 6th Ave.,33.993243,-118.323507
1336,54th St. & 8th Ave.,33.993218,-118.325632
1337,10th Ave. & 54th St.,33.992935,-118.328218
1338,10th Ave. & Slauson Ave.,33.989243,-118.328234
1339,Crenshaw Blvd. & Slauson Ave.,33.989439,-118.330737
1340,Crenshaw Blvd. & 57th St.,33.99121,-118.330727
1341,Crenshaw Blvd. & 54th St.,33.993506,-118.330649
1342,Crenshaw Blvd. & 52nd St.,33.995341,-118.33065
1343,Crenshaw Blvd. & 50th St.,33.99795,-118.330637
1344,Crenshaw Blvd. & 48th St.,34.000452,-118.330619
1345,Crenshaw Blvd. & Vernon Ave.,34.003902,-118.33212
1347,Crenshaw Blvd. & 43rd St.,34.005744,-118.333962
1350,Crenshaw Blvd. & Homeland Dr.,34.005504,-118.333998
1351,Crenshaw Blvd. & Vernon Ave.,34.003229,-118.331775
1352,Crenshaw Blvd. & 48th St.,33.999553,-118.330935
1354,Crenshaw Blvd. & 52nd St.,33.99467,-118.330943
1355,Crenshaw Blvd. & 54th St.,33.992799,-118.330968
1357,Slauson Ave. & Crenshaw Blvd.,33.988928,-118.330316
1358,10th Ave. & Slauson Ave.,33.989186,-118.328119
1359,54th St. & 10th Ave.,33.993079,-118.328036
1360,54th St. & 8th Ave.,33.99311,-118.325944
1361,54th St. & 6th Ave.,33.99317,-118.323804
1362,54th St. & 4th Ave.,33.993212,-118.32171
1363,54th St. & 2nd Ave.,33.99316,-118.318843
1364,54th St. & Van Ness Ave.,33.993145,-118.317296
1365,54th St. & Wilton Pl.,33.993183,-118.315066
1366,54th St. & Ruthelen St.,33.993191,-118.312738
1367,54th St. & Western Ave.,33.993177,-118.309389
1368,54th St. & Denker Ave.,33.993206,-118.304865
1369,Denker Ave. & 52nd St.,33.994924,-118.30449
1370,Denker Ave. & 50th St.,33.998156,-118.304498
1371,Denker Ave. & 48th St.,34.000172,-118.304478
1372,Denker Ave. & 46th St.,34.001789,-118.304487
1373,Denker Ave. & Vernon Ave.,34.003543,-118.304491
1374,Vernon Ave. & Halldale Ave.,34.003681,-118.30249
1375,Vernon Ave. & Normandie Ave.,34.003651,-118.299835
1376,Vernon Ave. & Raymond Ave.,34.003643,-118.298218
1377,Vernon Ave. & Budlong Ave.,34.003635,-118.296206
1378,Vernon Ave. & Kansas Ave.,34.003626,-118.293874
1379,MLK Blvd. & 4th Ave.,34.010867,-118.321202
1381,MLK Blvd. & Vermont Ave.,34.010983,-118.291998
1382,MLK Blvd. & Budlong Ave.,34.010983,-118.29566
1383,MLK Blvd. & Normandie Ave.,34.010997,-118.299852
1384,MLK Blvd. & Halldale Ave.,34.010936,-118.302648
1385,MLK Blvd. & Denker Ave.,34.010923,-118.304427
1386,MLK Blvd. & Western Ave.,34.010936,-118.309259
1387,MLK Blvd. & St. Andrews Pl.,34.010956,-118.310911
1388,MLK Blvd. & Gramercy Pl.,34.010957,-118.313708
1389,MLK Blvd. & Arlington Ave.,34.010924,-118.317875
1391,MLK Blvd. & Sutro Ave.,34.010978,-118.323525
1392,MLK Blvd. & Westside Ave.,34.010984,-118.326923
1393,MLK Blvd. & Degnan Blvd.,34.011007,-118.331768
1403,Crenshaw Blvd. & Coliseum St.,34.017755,-118.335278
1404,Crenshaw Blvd. & Rodeo Rd.,34.021784,-118.33523
1405,Crenshaw Blvd. & Jefferson Blvd.,34.02545,-118.335218
1406,Jefferson Blvd. & Somerset Dr.,34.025498,-118.337737
1407,Jefferson Blvd. & Buckingham Rd.,34.02549,-118.340232
1408,Buckingham Rd. & 29th St.,34.029587,-118.340592
1410,West Blvd. & Buckingham Rd.,34.033372,-118.341055
1411,Adams Blvd. & Virginia Rd.,34.032494,-118.33927
1412,Adams Blvd. & Somerset Dr.,34.032651,-118.337759
1413,Adams Blvd. & Crenshaw Blvd.,34.032692,-118.334558
1414,Adams Blvd.& Edgehill Dr.,34.032526,-118.328831
1415,Adams Blvd. & 4th Ave.,34.032704,-118.321121
1416,Adams Blvd. & Arlington Ave.,34.032601,-118.317883
1417,Adams Blvd. & Cimmaron St.,34.032736,-118.31487
1418,Adams Blvd. & St. Andrew Pl.,34.032758,-118.311586
1419,Western Ave. & Adams Blvd.,34.032932,-118.309054
1420,Western Ave. & 24th St.,34.034854,-118.309056
1421,Western Ave. & Washington Blvd.,34.040244,-118.309071
1422,18th St. & Western Ave.,34.041768,-118.309369
1423,Washington Blvd. & Gramercy Ave.,34.040029,-118.313652
1424,Washington Blvd. & Arlington Ave.,34.039831,-118.317971
1425,Washington Blvd. & 6th Ave.,34.039799,-118.323798
1426,Washington Blvd. & Norton Ave.,34.040022,-118.326451
1427,Washington Blvd. & Crenshaw Blvd.,34.039812,-118.330755
1428,Washington Blvd. & Wellington Rd.,34.03978,-118.334346
1429,Washington Blvd. & West Blvd.,34.039982,-118.336994
1430,West Blvd. & Saturn St.,34.0427,-118.336167
1431,West Blvd. & 16th St.,34.045917,-118.33481
1432,Pico Blvd. & Mullen Ave.,34.04857,-118.335134
1434,Pico Blvd. & La Brea Ave.,34.047816,-118.34436
1435,Pico Blvd. & Redondo Blvd.,34.048073,-118.349137
1436,Redondo Blvd. & Packard St.,34.049819,-118.348509
1438,Pico Blvd. & La Brea Ave.,34.048046,-118.344186
1440,Pico Blvd. & Mullen Ave.,34.048822,-118.3356
1441,West Blvd. & Lomita St.,34.045352,-118.335145
1442,West Blvd. & Saturn St.,34.042403,-118.336199
1443,Washington Blvd. & West Blvd.,34.039766,-118.337089
1444,Washington Blvd. & Wellington Rd.,34.039941,-118.333528
1445,Washington Blvd. & Crenshaw Blvd.,34.039967,-118.331494
1446,Washington Blvd. & 10th Ave.,34.039789,-118.327077
1447,Washington Blvd. & 6th Ave.,34.040005,-118.323533
1448,Washington Blvd. & Arlington Ave.,34.04,-118.317551
1449,Washington Blvd. & Gramercy Ave.,34.039825,-118.313492
1450,18th St. & Western Ave.,34.041742,-118.309282
1451,Western Ave. & Washington Blvd.,34.039567,-118.308975
1452,Western Ave. & 24th St.,34.03461,-118.308947
1453,Western Ave. & Adams Blvd.,34.033126,-118.308931
1454,Adams Blvd. & St. Andrews Pl.,34.032615,-118.311414
1456,Adams Blvd. & Arlington Ave.,34.032738,-118.317469
1457,Adams Blvd. & 4th Ave.,34.032572,-118.320954
1458,Adams Blvd. & 6th Ave.,34.032707,-118.323479
1459,Adams Blvd. & 10th Ave.,34.032685,-118.328252
1460,Adams Blvd. & Crenshaw Blvd.,34.032498,-118.334573
1461,Adams Blvd. & Somerset Dr.,34.032497,-118.338566
1462,Adams Blvd. & 7th Ave.,34.032567,-118.324105
1463,Buckingham Rd. & 29th St.,34.029331,-118.340506
1465,Jefferson Blvd. & Somerset Dr.,34.025641,-118.337226
1466,Jefferson Blvd. & Crenshaw Blvd.,34.025652,-118.335529
1468,Crenshaw Blvd & Coliseum St.,34.018547,-118.334972
1502,Figueroa St. & 39th St.,34.013867,-118.282881
1503,Figueroa St. & MLK Blvd.,34.011526,-118.282835
1504,Figueroa St. & 42nd St.,34.007594,-118.2828
1505,Vernon Ave. & Figueroa St.,34.003677,-118.282273
1506,Vernon Ave. & Broadway,34.003697,-118.278663
1507,Vernon Ave. & Main St.,34.003733,-118.274253
1508,San Pedro St. & Vernon Ave.,34.004037,-118.26955
1509,42nd Pl. & San Pedro St.,34.006521,-118.26945
1510,42nd Pl. & Avalon Blvd.,34.006522,-118.265407
1511,Vernon Ave. & Avalon Blvd.,34.003815,-118.264755
1512,Vernon Ave. & McKinley Ave.,34.003842,-118.261054
1513,Central Ave. & Vernon Ave.,34.004141,-118.256445
1514,Central Ave. & 42nd St.,34.007242,-118.256513
1515,41st St. & Central Ave.,34.009157,-118.256256
1516,41st St. & Hooper Ave.,34.009239,-118.252307
1517,41st St. & Compton Ave.,34.008595,-118.247581
1519,Long Beach Ave. & 42nd St.,34.006061,-118.243393
1520,Long Beach Ave. E & Vernon Ave.,34.003431,-118.243061
1521,Long Beach Ave. W & 48th Pl.,33.999454,-118.24348
1522,Long Beach Ave. W & 53rd St.,33.995438,-118.243527
1523,Long Beach Ave. W & 55th St.,33.993087,-118.243569
1524,55th St. & Compton Ave.,33.99302,-118.247534
1525,55th St. & Hooper Ave.,33.993036,-118.251922
1526,55th St. & Central Ave.,33.993021,-118.256243
1527,54th St. & McKinley Ave.,33.993356,-118.261029
1528,54th St. & Avalon Blvd.,33.993434,-118.265489
1529,54th St. & San Pedro St.,33.993394,-118.269724
1530,54th St. & Main St.,33.993381,-118.273421
1531,Main St. & Slauson Ave.,33.989526,-118.273996
1532,Slauson Ave. & Broadway,33.989247,-118.277914
1533,Slauson Ave. & Figueroa St.,33.989185,-118.282416
1534,Slauson Ave. & Hoover Ave.,33.989203,-118.287041
1535,Vermont Ave. & Slauson Ave.,33.989796,-118.291439
1536,Vermont Ave. & 54th St.,33.992896,-118.291491
1537,Vermont Ave. & 51st St.,33.996246,-118.291505
1538,Vermont Ave. & 48th St.,33.999691,-118.291515
1539,Vermont Ave. & 46th St.,34.001765,-118.291569
1540,Vermont Ave. & Vernon Ave.,34.003878,-118.291662
1541,Vermont Ave. & 42nd St.,34.006996,-118.291481
1542,Vermont Ave. & MLK Blvd.,34.010522,-118.291641
1555,Vermont Ave. & MLK Blvd.,34.010522,-118.291641
1556,Vermont Ave. & 42nd St.,34.00745,-118.291639
1557,Vermont Ave. & Vernon Ave.,34.003837,-118.291641
1558,Vermont Ave. & 46th St.,34.001434,-118.291643
1559,Vermont Ave. & 48th St.,33.99948,-118.29164
1560,Vermont Ave. & 51st St.,33.996742,-118.291603
1561,Vermont Ave. & 54th St.,33.993487,-118.29158
1564,Slauson Ave. & Figueroa St.,33.989117,-118.282917
1565,Slauson Ave. & Broadway,33.989137,-118.27876
1566,Main St. & Slauson Ave.,33.989666,-118.273863
1567,Main St. & 54th St.,33.993245,-118.273881
1568,54th St. & San Pedro St.,33.993332,-118.269782
1569,54th St. & Avalon Blvd.,33.993383,-118.265543
1570,54th St. & McKinley Ave.,33.993369,-118.260579
1571,55th St. & Central Ave.,33.993005,-118.256233
1572,55th St. & Hooper Ave.,33.992982,-118.25227
1573,Compton Ave. & 53rd St.,33.99466,-118.247704
1574,Compton Ave. & 51st St.,33.996394,-118.247694
1575,Compton Ave. & 48th St.,33.999128,-118.247733
1576,Compton Ave. & 46th St.,34.001945,-118.247697
1577,Compton Ave. & Vernon Ave.,34.004326,-118.247361
1578,Compton Ave. & 42nd St.,34.006636,-118.247363
1580,41st St. & Hooper Ave.,34.009295,-118.251873
1581,41st St. & Central Ave.,34.009248,-118.256206
1582,Central Ave. & 42nd St.,34.007723,-118.256607
1583,Vernon Ave. & Central Ave.,34.004029,-118.256829
1584,Vernon Ave. & McKinley Ave.,34.003967,-118.260717
1585,Vernon Ave. & Avalon Blvd.,34.003957,-118.264845
1586,42nd Pl. & Avalon Blvd.,34.006642,-118.265496
1587,San Pedro St. & 42nd Pl.,34.006474,-118.269753
1588,Vernon Ave. & San Pedro St.,34.003936,-118.26985
1589,Vernon Ave. & Main St.,34.003901,-118.274352
1590,Vernon Ave. & Broadway,34.003873,-118.27801
1591,Vernon Ave. & Fiqueroa St.,34.003816,-118.282351
1592,Figueroa St. & 42nd St.,34.006981,-118.282653
1593,Figueroa St. & MLK Blvd.,34.010636,-118.282665
1594,Figueroa St. & 39th St.,34.01374,-118.282657
1605,55th St. & Holmes  Ave.,33.992886,-118.241375
1606,Holmes Ave. & Slauson Ave.,33.989698,-118.241281
1607,Holmes Ave. & Randolph St.,33.987368,-118.241295
1608,Holmes Ave. & 60th St.,33.984996,-118.241095
1609,Holmes Ave. & 62nd St.,33.983617,-118.241131
1610,Gage Ave. & Holmes Ave.,33.981968,-118.240855
1611,Wilmington Ave. & Gage Ave.,33.982343,-118.238951
1612,Holmes Ave. & 62nd St.,33.983945,-118.241327
1613,Holmes Ave. & 60th St.,33.985442,-118.241317
1614,Holmes Ave. & Randolph,33.986749,-118.241078
1615,Holmes Ave. & Slauson Ave.,33.988827,-118.241091
1616,Holmes Ave. & 55th St.,33.993193,-118.241083
1617,Holmes Ave. & 53rd St.,33.994685,-118.24108
1618,Long Beach Ave. E & 52nd St.,33.995629,-118.243145
1620,Long Beach Ave. W & Vernon Ave.,34.003686,-118.243488
2001,Vermont Ave. & Ambrose Ave.,34.10952619284387,-118.28755527734756
2002,Hillhurst Ave. & Finley Ave.,34.10738109596768,-118.28754253685474
2003,Hillhurst Ave. & Franklin Ave.,34.105129156833065,-118.2875344902277
2004,Hillhurst Ave. & Melbourne Ave.,34.10376131795952,-118.28754119575024
2005,Hillhurst Ave. & Prospect Ave.,34.10191603530434,-118.28753314912319
2006,Sunset Blvd. & Hillhurst Ave.,34.09825361896915,-118.28777991235256
2009,Hillhurst Ave. & Hollywood Blvd.,34.098535,-118.287333
2010,Hillhurst Ave. & Prospect Ave.,34.101568,-118.28737
2011,Hillhurst Ave. & Melbourne Ave.,34.10353517484458,-118.28734271228313
2012,Franklin Ave. & Hillhurst Ave.,34.10547,-118.287888
2014,Vermont Ave. & Finley Ave.,34.107561,-118.291732
2015,Vermont Ave. & Ambrose Ave.,34.109737,-118.291727
2016,Los Feliz Blvd. & Vermont Ave.,34.11107609356077,-118.29088188707829
2017,Los Feliz Blvd. & Hillhurst Ave.,34.11164925127367,-118.28773029148579
2018,Vermont Ave. & Commonwealth Canyon Dr.,34.11889582818694,-118.29473957419395
2019,Griffith Observatory,34.119322,-118.30015200000003
2020,Vermont Ave. & Commonwealth Canyon Dr.,34.118358833387596,-118.29455986618996
2024,Hillhurst Ave & Franklin Ave.,34.105661524423454,-118.28734539449215
2025,Vermont Ave. & Franklin Ave.,34.1054134,-118.2939707
2026,Hillhurst Ave & Prospect Ave.,34.102018115821835,-118.28733868896961
2027,Hillhurst Ave & Finley Ave.,34.10749102172718,-118.28736282885075
2028,Los Feliz Blvd & Vermont Ave.,34.11201552380394,-118.28717306256294
2029,Vermont Canyon Rd (Greek Theater),34.12023044961487,-118.29609677195549
2030,Mt Hollywood Dr & Western Caynon Rd.,34.12379143052842,-118.3017341047
2031,Vermont Canyon Rd (Greek Theater),34.12037804174985,-118.29591706395149
2032,Hillhurst Ave & Ambrose Ave.,34.10974760897058,-118.28735880553722
2102,Cesar Chavez Ave. & Alameda St.,34.058087,-118.236486
2103,Cesar Chavez Ave. & Broadway,34.059,-118.240746
2104,Cesar Chavez Ave. & Grand Ave.,34.060958,-118.24412
2105,Cesar Chavez Ave. & Figueroa St.,34.062593,-118.246081
2107,College St. & Centennial St.,34.066771,-118.245463
2108,College St. & Figueroa Terrace,34.06628,-118.243992
2110,College St. & Hill St.,34.0645,-118.238997
2111,Broadway & College St.,34.064159,-118.237322
2113,Broadway & Bernard St.,34.066587,-118.235869
2114,Broadway & Bishop Rd.,34.068642,-118.233486
2115,Broadway & Solano Ave.,34.070795,-118.230347
2116,Broadway & Ave. 18,34.071772,-118.22301
2117,Broadway & Ave. 20,34.072494,-118.220261
2118,Broadway & Ave. 22,34.073481,-118.218022
2119,Daly St. & Broadway,34.073952,-118.215545
2120,Daly St. & Ave. 26,34.076198,-118.215618
2121,Ave. 26 & Workman St.,34.076484,-118.214696
2122,Ave 26 & Griffin Ave.,34.076513,-118.212084
2123,Broadway & Griffin Ave.,34.073617,-118.21151
2124,Broadway & Eastlake Ave.,34.073691,-118.208245
2125,Broadway & Thomas St.,34.073698,-118.205393
2126,Broadway & Lincoln Park Ave.,34.073787,-118.202871
2127,Manitou Ave. & Lincoln Park Ave.,34.072066,-118.202678
2128,Manitou Ave. & Gates St.,34.072027,-118.206295
2129,Handcock St. & Manitou Ave.,34.071715,-118.209104
2130,Griffin Ave. & Baldwin St.,34.070042,-118.21176
2131,Griffin Ave. & Darwin Ave.,34.067863,-118.211665
2132,Griffin Ave. & Main St.,34.065752,-118.21165
2133,Griffin Ave. & Mission Rd.,34.062281,-118.21093
2134,Zonal Ave. & State St.,34.061177,-118.208994
2136,Marengo St. & Mission Rd.,34.061195,-118.214727
2137,Main St. & Daly St.,34.066096,-118.215852
2138,Main St. & Ave. 20,34.066056,-118.217945
2139,Main St. & Lamar St.,34.067061,-118.222125
2140,Main St. & Albion St.,34.067469,-118.223681
2141,Main St. & Wilhardt St.,34.06783,-118.225799
2144,Main St. & Ann St.,34.06493,-118.231268
2145,Main St. & College St.,34.062894,-118.234049
2147,Cesar Chavez Ave. & Alameda St.,34.057794,-118.236464
2150,Main St. & Ann St.,34.064888,-118.231062
2151,Main St. & Leroy St.,34.065629,-118.229736
2153,Main St. & Wilhardt St.,34.067717,-118.225624
2154,Main St. & Lamar St.,34.067064,-118.222546
2155,Main St. & Ave. 20,34.065925,-118.218321
2157,Marengo Ave. & Mission Rd.,34.060443,-118.214339
2159,LAC+USC Medical Center,34.060382,-118.209918
2160,Zonal Ave. & State St.,34.061328,-118.208929
2162,Griffin & Main St.,34.065746,-118.211505
2163,Griffin Ave. & Darwin Ave.,34.067737,-118.211516
2164,Griffin Ave. & Baldwin St.,34.070014,-118.211567
2165,Manitou Ave. & Hancock St.,34.071916,-118.208862
2166,Maintou Ave.& Thomas Ave.,34.071958,-118.205301
2167,Maintou Ave.& Lincoln Park Ave.,34.072002,-118.202731
2168,Broadway & Thomas St.,34.073843,-118.205432
2169,Broadway & Eastlake Ave.,34.073812,-118.207455
2170,Griffin Ave. & Broadway,34.074145,-118.211643
2171,Griffin Ave. & Altura St.,34.07568,-118.211735
2172,Ave. 26 & Workman St.,34.076564,-118.214253
2173,Daly St. & Ave. 26,34.076163,-118.215801
2174,Daly St. & Broadway,34.073959,-118.215719
2175,Broadway & Ave. 22,34.073669,-118.217797
2176,Broadway & Ave. 20,34.072638,-118.220395
2177,Broadway & Ave. 18,34.071883,-118.222104
2178,Broadway & Solano Ave.,34.071278,-118.229699
2179,Broadway & Bishops Rd.,34.068987,-118.233286
2180,Broadway & Bernard St.,34.067071,-118.235715
2182,Broadway & College St.,34.064227,-118.23743
2183,College St. & Hill St.,34.06455,-118.238891
2184,College St. & Adobe St.,34.06524,-118.240868
2185,College St. & Figueroa Terrace,34.066266,-118.243901
2186,College St. & Centennial St.,34.066833,-118.245518
2187,Centennial St. & Alpine St.,34.065374,-118.246735
2188,Cesar Chavez Ave. & Figueroa St.,34.062265,-118.246128
2189,Cesar Chavez Ave. & Grand Ave.,34.060261,-118.243567
2190,Cesar Chavez Ave. & Spring St.,34.058213,-118.239883
2192,LAC+USC Medical Center,34.060669,-118.20987
2193,Vignes St. & Cesar Chavez Ave.,34.0568304,-118.2338297
2302,Wilshire Blvd. & Cochran Ave.,34.062379,-118.34657
2305,Wilshire Blvd. & Masselin Ave.,34.062471,-118.352819
2306,Wilshire Blvd. & Curson Ave.,34.062506,-118.355193
2307,Wilshire Blvd. & Ogden Ave.,34.062868,-118.357858
2308,Wilshire Blvd. & Fairfax Ave.,34.063051,-118.361035
2309,Fairfax Ave. & 6th St.,34.064532,-118.361383
2310,Fairfax Ave. & Drexel Ave.,34.068041,-118.361378
2311,Fairfax Ave. & 3rd St.,34.071864,-118.361363
2312,Fairfax Ave. & 1st St.,34.074119,-118.361317
2313,Fairfax Ave. & Beverly Blvd.,34.075919,-118.361313
2314,Fairfax Ave. & Oakwood Ave.,34.078468,-118.361365
2315,Fairfax Ave. & Rosewood Ave.,34.080377,-118.361427
2316,Melrose Ave. & Fairfax Ave.,34.083867,-118.361698
2317,Melrose Ave. & Cresent Heights Blvd.,34.083824,-118.365617
2318,Melrose Ave. & Harper Ave.,34.083795,-118.368761
2319,Melrose Ave. & Orlando Ave.,34.083749,-118.372548
2320,La Cienega Blvd. & Melrose Ave.,34.081666,-118.376652
2321,La Cienega Blvd. & Rosewood Ave.,34.080371,-118.376652
2322,La Cienega Blvd. & Beverly Blvd.,34.076275,-118.376725
2323,La Cienega Blvd. & 3rd St.,34.07376,-118.376691
2325,3rd St. & Sherbourne Dr.,34.07364,-118.379788
2327,Gracie Allen Dr. & Sherbourne Rd.,34.075376,-118.381001
2328,Beverly Blvd. & San Vicente Blvd.,34.076282,-118.37883
2329,La Cienega Blvd. & Beverly Blvd.,34.075751,-118.376459
2330,La Cienega Blvd. & Rosewood Ave.,34.079833,-118.376493
2331,La Cienega Blvd. & Melrose Ave.,34.0817,-118.376429
2332,Melrose Ave. & Orlando Ave.,34.083379,-118.373454
2333,Melrose Ave. & Harper Ave.,34.083674,-118.369067
2334,Melrose Ave. & Cresent Heights Blvd.,34.083732,-118.366415
2335,Fairfax Ave. & Melrose Ave.,34.083611,-118.361604
2336,Fairfax Ave. & Rosewood Ave.,34.080029,-118.361602
2337,Fairfax Ave. & Oakwood Ave.,34.078032,-118.361568
2338,Fairfax Ave. & Beverly Blvd.,34.076432,-118.361568
2339,Fairfax Ave. & 1st St.,34.074204,-118.361539
2340,3rd St. & Fairfax Ave.,34.07143,-118.360907
2341,3rd St. & Ogden Dr.,34.071078,-118.358765
2342,3rd St. & Burnside Ave.,34.070546,-118.355389
2343,3rd St. & Gardner St.,34.070293,-118.353004
2344,3rd St. & Hauser Blvd.,34.070021,-118.351506
