stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type
80488,80488,North Dutton Ave @ Tesconi Cir,38.450577,-122.734444,0
80489,80489,West College Ave @ Link Ln,38.445751,-122.733536,0
80490,80490,West College Ave @ Clover Dr,38.445461,-122.739868,0
80491,80491,Guerneville Rd @ Gamay St,38.452644,-122.756508,0
80492,80492,Guerneville Rd @ Burgundy Pl,38.452644,-122.759331,0
80493,80493,Guerneville Rd @ Peterson Ln,38.452629,-122.763901,0
80494,80494,North Dutton Ave @ West College Ave,38.446774,-122.730522,0
80495,80495,North Dutton Ave @ Tesconi Cir,38.448524,-122.732193,0
80496,80496,North Dutton Ave @ Tesconi Cir,38.450394,-122.734184,0
80497,80497,North Dutton Ave @ Guyamas Ct,38.452274,-122.735283,0
80498,80498,North Dutton Ave @ Guerneville Rd,38.45509,-122.737473,0
80499,80499,Pacific Ave @ Beaver St,38.453205,-122.711617,0
80500,80500,Pacific Ave @ North St,38.453075,-122.707664,0
80501,80501,Pacific Ave @ Spring St,38.452965,-122.702744,0
80502,80502,Bryden Lane @ Austin Ct,38.451099,-122.698151,0
80503,80503,Bryden Lane @ Austin Wy,38.45137,-122.698463,0
80504,80504,Pacific Ave @ Elizabeth Wy,38.452995,-122.702873,0
80505,80505,Pacific Ave @ North St,38.453194,-122.708557,0
80506,80506,Pacific Ave @ Beaver St,38.453262,-122.712273,0
80507,80507,Pacific Ave @ Slater St,38.453342,-122.715569,0
80508,80508,Pacific Ave @ Slater St,38.453297,-122.715897,0
80509,80509,Stony Point Rd @ West College Ave,38.444729,-122.751404,0
