service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
20181S-vs20181S-Weekday-16,1,1,1,1,1,0,0,20171127,20171208
20181S-vs20181S-Weekday-16-0101000,0,1,0,1,0,0,0,20171127,20171208
20181S-vs20181S-Weekday-16-1010100,1,0,1,0,1,0,0,20171127,20171208
20181S-vs20181S-Weekday-16-1111000,1,1,1,1,0,0,0,20171127,20171208
20181S-vs20181S-Weekday-16-0000100,0,0,0,0,1,0,0,20171127,20171208
20181S-vs20181S-Saturday-06,0,0,0,0,0,1,0,20171202,20171209
20181S-vs20181S-Sunday-01,0,0,0,0,0,0,1,20171203,20171210
20181S-vs20181S-Weekday-18,1,1,1,1,1,0,0,20171211,20171213
20181S-vs20181S-Weekday-18-0101000,0,1,0,1,0,0,0,20171211,20171213
20181S-vs20181S-Weekday-18-1010100,1,0,1,0,1,0,0,20171211,20171213
20181S-vs20181S-Weekday-18-1111000,1,1,1,1,0,0,0,20171211,20171213
20181S-vs20181S-Weekday-18-0000100,0,0,0,0,1,0,0,20171211,20171213
20182D-vs20182D-Weekday-09,1,1,1,1,1,0,0,20171214,20171215
20182D-vs20182D-Weekday-09-0101000,0,1,0,1,0,0,0,20171214,20171215
20182D-vs20182D-Weekday-09-1010100,1,0,1,0,1,0,0,20171214,20171215
20182D-vs20182D-Weekday-09-1111000,1,1,1,1,0,0,0,20171214,20171215
20182D-vs20182D-Weekday-09-0000100,0,0,0,0,1,0,0,20171214,20171215
20182D-vs20182D-Saturday-09,0,0,0,0,0,1,0,20171216,20180106
20182D-vs20182D-Sunday-02,0,0,0,0,0,0,1,20171217,20180107
20182D-vs20182D-Weekday-10,1,1,1,1,1,0,0,20171218,20171221
20182D-vs20182D-Weekday-10-1111000,1,1,1,1,0,0,0,20171218,20171221
20182D-vs20182D-Weekday-10-0000100,0,0,0,0,1,0,0,20171218,20171221
20182D-vs20182D-Weekday-11,1,1,1,1,1,0,0,20171222,20180219
20182D-vs20182D-Weekday-11-1111000,1,1,1,1,0,0,0,20171222,20180219
20182D-vs20182D-Weekday-11-0000100,0,0,0,0,1,0,0,20171222,20180219
20182D-vs20182D-Saturday-06,0,0,0,0,0,1,0,20171225,20171225
20182D-vs20182D-Saturday-07,0,0,0,0,0,1,0,20180101,20180101
20182D-vs20182D-Weekday-12,1,1,1,1,1,0,0,20180108,20180216
20182D-vs20182D-Weekday-12-0101000,0,1,0,1,0,0,0,20180108,20180216
20182D-vs20182D-Weekday-12-1010100,1,0,1,0,1,0,0,20180108,20180216
20182D-vs20182D-Weekday-12-1111000,1,1,1,1,0,0,0,20180108,20180216
20182D-vs20182D-Weekday-12-0000100,0,0,0,0,1,0,0,20180108,20180216
20182D-vs20182D-Saturday-08,0,0,0,0,0,1,0,20180113,20180303
20182D-vs20182D-Sunday-01,0,0,0,0,0,0,1,20180114,20180304
20182D-vs20182D-Saturday-05,0,0,0,0,0,1,0,20180115,20180115
20182D-vs20182D-Weekday-13,1,1,1,1,1,0,0,20180126,20180126
20182D-vs20182D-Weekday-13-0101000,0,1,0,1,0,0,0,20180126,20180126
20182D-vs20182D-Weekday-13-1010100,1,0,1,0,1,0,0,20180126,20180126
20182D-vs20182D-Weekday-13-1111000,1,1,1,1,0,0,0,20180126,20180126
20182D-vs20182D-Weekday-13-0000100,0,0,0,0,1,0,0,20180126,20180126
20182D-vs20182D-Weekday-08,1,1,1,1,1,0,0,20180129,20180307
20182D-vs20182D-Weekday-08-0101000,0,1,0,1,0,0,0,20180129,20180307
20182D-vs20182D-Weekday-08-1010100,1,0,1,0,1,0,0,20180129,20180307
20182D-vs20182D-Weekday-08-1111000,1,1,1,1,0,0,0,20180129,20180307
20182D-vs20182D-Weekday-08-0000100,0,0,0,0,1,0,0,20180129,20180307
20182D-vs20182D-Weekday-14,1,1,1,1,1,0,0,20180212,20180212
20182D-vs20182D-Weekday-14-0101000,0,1,0,1,0,0,0,20180212,20180212
20182D-vs20182D-Weekday-14-1010100,1,0,1,0,1,0,0,20180212,20180212
20182D-vs20182D-Weekday-14-1111000,1,1,1,1,0,0,0,20180212,20180212
20182D-vs20182D-Weekday-14-0000100,0,0,0,0,1,0,0,20180212,20180212
