route_id,service_id,trip_id,trip_headsign,block_id,shape_id,trip_index,trp_time_end,trp_place_end,trp_place_end_descr,trp_trip_ST,trp_block,trp_operating_days
17-118,20181S-vs20181S-Weekday-18-1111000,3407927-20181S-vs20181S-Weekday-18-1111000,"17 - Santa Cruz Metro via SVTC",584572,170039,1841,20:01:00,scmc2,"Santa Cruz Metro Lane 2",0,1716,
17-118,20181S-vs20181S-Weekday-18,3407928-20181S-vs20181S-Weekday-18,"17 - San Jose via SVTC",584572,170016,1842,21:21:00,snfrn5,"San Fernando & 5th",0,1716,
17-118,20181S-vs20181S-Weekday-18,3407930-20181S-vs20181S-Weekday-18,"17 - Santa Cruz Metro via SVTC",584572,170039,1843,22:56:00,scmc2,"Santa Cruz Metro Lane 2",0,1716,
17-118,20181S-vs20181S-Weekday-18-0000100,3407933-20181S-vs20181S-Weekday-18-0000100,"17 - San Jose",584572,170018,1844,18:41:00,snfrn5,"San Fernando & 5th",0,1716,Friday
17-118,20181S-vs20181S-Weekday-18-0000100,3407935-20181S-vs20181S-Weekday-18-0000100,"17 - Santa Cruz Metro via SVTC",584572,170039,1845,20:01:00,scmc2,"Santa Cruz Metro Lane 2",0,1716,
17-118,20181S-vs20181S-Weekday-18,3407937-20181S-vs20181S-Weekday-18,"17 - Santa Cruz Metro",584573,170041,1846,21:11:00,scmc2,"Santa Cruz Metro Lane 2",0,1717,
17-118,20181S-vs20181S-Weekday-18,3407938-20181S-vs20181S-Weekday-18,"17 - San Jose",584573,170018,1847,22:26:00,snfrn5,"San Fernando & 5th",0,1717,
17-118,20181S-vs20181S-Weekday-18,3407940-20181S-vs20181S-Weekday-18,"17 - Santa Cruz Metro via SVTC",584573,170039,1848,23:41:00,scmc2,"Santa Cruz Metro Lane 2",0,1717,
17-118,20181S-vs20181S-Weekday-18-0000100,3407943-20181S-vs20181S-Weekday-18-0000100,"17 - San Jose",584573,170018,1849,19:26:00,snfrn5,"San Fernando & 5th",0,1717,Friday
72-119,20182D-vs20182D-Weekday-09,3427687-20182D-vs20182D-Weekday-09,"72 - Hospital / Pinto Lake",587880,720003,1850,07:40:00,wtc,"Watsonville Transit Center",0,7201,
72-119,20182D-vs20182D-Weekday-09,3427688-20182D-vs20182D-Weekday-09,"72 - Hospital / Pinto Lake",587880,720003,1851,08:40:00,wtc,"Watsonville Transit Center",0,7201,
72-119,20182D-vs20182D-Weekday-09,3427689-20182D-vs20182D-Weekday-09,"72 - Hospital / Pinto Lake",587883,720003,1852,09:40:00,wtc,"Watsonville Transit Center",0,7202,
72-119,20182D-vs20182D-Weekday-09,3427690-20182D-vs20182D-Weekday-09,"72 - Hospital / Pinto Lake",587882,720003,1853,10:40:00,wtc,"Watsonville Transit Center",0,7501,
72-119,20182D-vs20182D-Weekday-09,3427691-20182D-vs20182D-Weekday-09,"72 - Hospital / Pinto Lake",587880,720003,1854,11:40:00,wtc,"Watsonville Transit Center",0,7201,
72-119,20182D-vs20182D-Weekday-09,3427692-20182D-vs20182D-Weekday-09,"72 - Hospital / Pinto Lake",587883,720003,1855,12:40:00,wtc,"Watsonville Transit Center",0,7202,
72-119,20182D-vs20182D-Weekday-09,3427693-20182D-vs20182D-Weekday-09,"72 - Hospital / Pinto Lake",587882,720003,1856,13:45:00,wtc,"Watsonville Transit Center",0,7501,
72-119,20182D-vs20182D-Weekday-09,3427694-20182D-vs20182D-Weekday-09,"72 - Hospital / Pinto Lake",587880,720003,1857,14:45:00,wtc,"Watsonville Transit Center",0,7201,
72-119,20182D-vs20182D-Weekday-09,3427695-20182D-vs20182D-Weekday-09,"72 - Hospital / Pinto Lake",587883,720003,1858,15:45:00,wtc,"Watsonville Transit Center",0,7202,
72-119,20182D-vs20182D-Weekday-09,3427696-20182D-vs20182D-Weekday-09,"72 - Hospital / Pinto Lake",587882,720003,1859,16:45:00,wtc,"Watsonville Transit Center",0,7501,
72-119,20182D-vs20182D-Weekday-09,3427697-20182D-vs20182D-Weekday-09,"72 - Hospital / Pinto Lake",587945,720003,1860,17:45:00,wtc,"Watsonville Transit Center",0,7102,
72-119,20182D-vs20182D-Weekday-09,3427698-20182D-vs20182D-Weekday-09,"72 - Hospital / Pinto Lake",587880,720003,1861,18:45:00,wtc,"Watsonville Transit Center",0,7201,
75-119,20182D-vs20182D-Weekday-09,3427699-20182D-vs20182D-Weekday-09,"75 - Green Valley/Wheelock",587883,750005,1862,08:13:00,wtc,"Watsonville Transit Center",0,7202,
75-119,20182D-vs20182D-Weekday-09,3427700-20182D-vs20182D-Weekday-09,"75 - Green Valley/Wheelock",587882,750005,1863,09:13:00,wtc,"Watsonville Transit Center",0,7501,
75-119,20182D-vs20182D-Weekday-09,3427701-20182D-vs20182D-Weekday-09,"75 - Green Valley/Wheelock",587880,750005,1864,10:13:00,wtc,"Watsonville Transit Center",0,7201,
75-119,20182D-vs20182D-Weekday-09,3427702-20182D-vs20182D-Weekday-09,"75 - Green Valley/Wheelock",587883,750005,1865,11:15:00,wtc,"Watsonville Transit Center",0,7202,
75-119,20182D-vs20182D-Weekday-09,3427703-20182D-vs20182D-Weekday-09,"75 - Green Valley/Wheelock",587882,750005,1866,12:15:00,wtc,"Watsonville Transit Center",0,7501,
75-119,20182D-vs20182D-Weekday-09,3427704-20182D-vs20182D-Weekday-09,"75 - Green Valley/Wheelock",587880,750005,1867,13:15:00,wtc,"Watsonville Transit Center",0,7201,
75-119,20182D-vs20182D-Weekday-09,3427705-20182D-vs20182D-Weekday-09,"75 - Green Valley/Wheelock",587883,750005,1868,14:15:00,wtc,"Watsonville Transit Center",0,7202,
75-119,20182D-vs20182D-Weekday-09,3427706-20182D-vs20182D-Weekday-09,"75 - Green Valley/Wheelock",587882,750005,1869,15:15:00,wtc,"Watsonville Transit Center",0,7501,
75-119,20182D-vs20182D-Weekday-09,3427707-20182D-vs20182D-Weekday-09,"75 - Green Valley/Wheelock",587945,750005,1870,16:15:00,wtc,"Watsonville Transit Center",0,7102,
75-119,20182D-vs20182D-Weekday-09,3427708-20182D-vs20182D-Weekday-09,"75 - Green Valley/Wheelock",587880,750005,1871,17:15:00,wtc,"Watsonville Transit Center",0,7201,
75-119,20182D-vs20182D-Weekday-09,3427709-20182D-vs20182D-Weekday-09,"75 - Green Valley/Wheelock",587882,750005,1872,18:15:00,wtc,"Watsonville Transit Center",0,7501,
75-119,20182D-vs20182D-Weekday-09,3427710-20182D-vs20182D-Weekday-09,"75 - Green Valley/Wheelock",587881,750005,1873,19:15:00,wtc,"Watsonville Transit Center",0,7901,
79-119,20182D-vs20182D-Weekday-09,3427711-20182D-vs20182D-Weekday-09,"79 - Pajaro / East Lake",587881,790006,1874,08:00:00,wtc,"Watsonville Transit Center",0,7901,
79-119,20182D-vs20182D-Weekday-09,3427712-20182D-vs20182D-Weekday-09,"79 - Pajaro / East Lake",587881,790006,1875,10:00:00,wtc,"Watsonville Transit Center",0,7901,
79-119,20182D-vs20182D-Weekday-09,3427713-20182D-vs20182D-Weekday-09,"79 - Pajaro / East Lake",587881,790006,1876,12:00:00,wtc,"Watsonville Transit Center",0,7901,
79-119,20182D-vs20182D-Weekday-09,3427714-20182D-vs20182D-Weekday-09,"79 - Pajaro / East Lake",587881,790006,1877,14:00:00,wtc,"Watsonville Transit Center",0,7901,
79-119,20182D-vs20182D-Weekday-09,3427715-20182D-vs20182D-Weekday-09,"79 - Pajaro / East Lake",587881,790006,1878,16:00:00,wtc,"Watsonville Transit Center",0,7901,
79-119,20182D-vs20182D-Weekday-09,3427716-20182D-vs20182D-Weekday-09,"79 - Pajaro / East Lake",587881,790006,1879,18:00:00,wtc,"Watsonville Transit Center",0,7901,
04-119,20182D-vs20182D-Weekday-09,3427717-20182D-vs20182D-Weekday-09,"04 - Harvey West - Emeline",587955,040003,1880,08:08:00,scmc,"Santa Cruz Metro Center",0,1902,
04-119,20182D-vs20182D-Weekday-09,3427718-20182D-vs20182D-Weekday-09,"04 - Harvey West - Emeline",587955,040003,1881,09:08:00,scmc,"Santa Cruz Metro Center",0,1902,
04-119,20182D-vs20182D-Weekday-09,3427719-20182D-vs20182D-Weekday-09,"04 - Emeline - Harvey West",587957,040001,1882,10:10:00,scmc,"Santa Cruz Metro Center",0,0401,
04-119,20182D-vs20182D-Weekday-09,3427720-20182D-vs20182D-Weekday-09,"04 - Emeline - Harvey West",587957,040001,1883,11:10:00,scmc,"Santa Cruz Metro Center",0,0401,
04-119,20182D-vs20182D-Weekday-09,3427721-20182D-vs20182D-Weekday-09,"04 - Emeline - Harvey West",587957,040001,1884,12:10:00,scmc,"Santa Cruz Metro Center",0,0401,
04-119,20182D-vs20182D-Weekday-09,3427722-20182D-vs20182D-Weekday-09,"04 - Emeline - Harvey West",587957,040001,1885,13:10:00,scmc,"Santa Cruz Metro Center",0,0401,
04-119,20182D-vs20182D-Weekday-09,3427723-20182D-vs20182D-Weekday-09,"04 - Emeline - Harvey West",587957,040001,1886,14:10:00,scmc,"Santa Cruz Metro Center",0,0401,
04-119,20182D-vs20182D-Weekday-09,3427724-20182D-vs20182D-Weekday-09,"04 - Emeline - Harvey West",587940,040001,1887,15:10:00,scmc,"Santa Cruz Metro Center",0,0402,
04-119,20182D-vs20182D-Weekday-09,3427725-20182D-vs20182D-Weekday-09,"04 - Emeline - Harvey West",587940,040001,1888,16:10:00,scmc,"Santa Cruz Metro Center",0,0402,
04-119,20182D-vs20182D-Weekday-09,3427726-20182D-vs20182D-Weekday-09,"04 - Emeline - Harvey West",587940,040001,1889,17:10:00,scmc,"Santa Cruz Metro Center",0,0402,
19-119,20182D-vs20182D-Weekday-09,3427727-20182D-vs20182D-Weekday-09,"19 - University via Lower Bay",587960,190011,1890,09:12:00,scmc,"Santa Cruz Metro Center",0,1904,
19-119,20182D-vs20182D-Weekday-09,3427728-20182D-vs20182D-Weekday-09,"19 - University via Lower Bay",587951,190011,1891,08:12:00,scmc,"Santa Cruz Metro Center",0,1903,
10-119,20182D-vs20182D-Weekday-09,3427729-20182D-vs20182D-Weekday-09,"10 - University via High St.",587885,100003,1892,08:30:00,scmc,"Santa Cruz Metro Center",0,1602,
10-119,20182D-vs20182D-Weekday-09,3427730-20182D-vs20182D-Weekday-09,"10 - University via High St.",587885,100003,1893,09:30:00,scmc,"Santa Cruz Metro Center",0,1602,
19-119,20182D-vs20182D-Weekday-09,3427731-20182D-vs20182D-Weekday-09,"19 - University via Lower Bay",587962,190011,1894,09:42:00,scmc,"Santa Cruz Metro Center",0,7105,
19-119,20182D-vs20182D-Weekday-09,3427732-20182D-vs20182D-Weekday-09,"19 - University via Lower Bay",587960,190011,1895,10:12:00,scmc,"Santa Cruz Metro Center",0,1904,
10-119,20182D-vs20182D-Weekday-09,3427733-20182D-vs20182D-Weekday-09,"10 - University via High St.",587885,100003,1896,10:35:00,scmc,"Santa Cruz Metro Center",0,1602,
19-119,20182D-vs20182D-Weekday-09,3427734-20182D-vs20182D-Weekday-09,"19 - University via Lower Bay",587951,190011,1897,10:42:00,scmc,"Santa Cruz Metro Center",0,1903,
19-119,20182D-vs20182D-Weekday-09,3427735-20182D-vs20182D-Weekday-09,"19 - University via Lower Bay",587960,190011,1898,11:12:00,scmc,"Santa Cruz Metro Center",0,1904,
10-119,20182D-vs20182D-Weekday-09,3427736-20182D-vs20182D-Weekday-09,"10 - University via High St.",587955,100003,1899,11:35:00,scmc,"Santa Cruz Metro Center",0,1902,
19-119,20182D-vs20182D-Weekday-09,3427737-20182D-vs20182D-Weekday-09,"19 - University via Lower Bay",587951,190011,1900,11:42:00,scmc,"Santa Cruz Metro Center",0,1903,
19-119,20182D-vs20182D-Weekday-09,3427738-20182D-vs20182D-Weekday-09,"19 - University via Lower Bay",587960,190011,1901,12:12:00,scmc,"Santa Cruz Metro Center",0,1904,
10-119,20182D-vs20182D-Weekday-09,3427739-20182D-vs20182D-Weekday-09,"10 - University via High St.",587872,100003,1902,12:35:00,scmc,"Santa Cruz Metro Center",0,1601,
19-119,20182D-vs20182D-Weekday-09,3427740-20182D-vs20182D-Weekday-09,"19 - University via Lower Bay",587951,190011,1903,12:42:00,scmc,"Santa Cruz Metro Center",0,1903,
19-119,20182D-vs20182D-Weekday-09,3427741-20182D-vs20182D-Weekday-09,"19 - University via Lower Bay",587960,190011,1904,13:12:00,scmc,"Santa Cruz Metro Center",0,1904,
10-119,20182D-vs20182D-Weekday-09,3427742-20182D-vs20182D-Weekday-09,"10 - University via High St.",587872,100003,1905,13:35:00,scmc,"Santa Cruz Metro Center",0,1601,
19-119,20182D-vs20182D-Weekday-09,3427743-20182D-vs20182D-Weekday-09,"19 - University via Lower Bay",587951,190011,1906,13:42:00,scmc,"Santa Cruz Metro Center",0,1903,
19-119,20182D-vs20182D-Weekday-09,3427744-20182D-vs20182D-Weekday-09,"19 - University via Lower Bay",587955,190011,1907,14:12:00,scmc,"Santa Cruz Metro Center",0,1902,
10-119,20182D-vs20182D-Weekday-09,3427745-20182D-vs20182D-Weekday-09,"10 - University via High St.",587872,100003,1908,14:35:00,scmc,"Santa Cruz Metro Center",0,1601,
19-119,20182D-vs20182D-Weekday-09,3427746-20182D-vs20182D-Weekday-09,"19 - University via Lower Bay",587951,190011,1909,14:42:00,scmc,"Santa Cruz Metro Center",0,1903,
19-119,20182D-vs20182D-Weekday-09,3427747-20182D-vs20182D-Weekday-09,"19 - University via Lower Bay",587955,190011,1910,15:12:00,scmc,"Santa Cruz Metro Center",0,1902,
10-119,20182D-vs20182D-Weekday-09,3427748-20182D-vs20182D-Weekday-09,"10 - University via High St.",587872,100003,1911,15:35:00,scmc,"Santa Cruz Metro Center",0,1601,
19-119,20182D-vs20182D-Weekday-09,3427749-20182D-vs20182D-Weekday-09,"19 - University via Lower Bay",587951,190011,1912,15:42:00,scmc,"Santa Cruz Metro Center",0,1903,
19-119,20182D-vs20182D-Weekday-09,3427750-20182D-vs20182D-Weekday-09,"19 - University via Lower Bay",587955,190011,1913,16:12:00,scmc,"Santa Cruz Metro Center",0,1902,
10-119,20182D-vs20182D-Weekday-09,3427751-20182D-vs20182D-Weekday-09,"10 - University via High St.",587872,100003,1914,16:35:00,scmc,"Santa Cruz Metro Center",0,1601,
19-119,20182D-vs20182D-Weekday-09,3427752-20182D-vs20182D-Weekday-09,"19 - University via Lower Bay",587951,190011,1915,16:42:00,scmc,"Santa Cruz Metro Center",0,1903,
19-119,20182D-vs20182D-Weekday-09,3427753-20182D-vs20182D-Weekday-09,"19 - University via Lower Bay",587955,190011,1916,17:12:00,scmc,"Santa Cruz Metro Center",0,1902,
10-119,20182D-vs20182D-Weekday-09,3427754-20182D-vs20182D-Weekday-09,"10 - University via High St.",587872,100003,1917,17:35:00,scmc,"Santa Cruz Metro Center",0,1601,
19-119,20182D-vs20182D-Weekday-09,3427755-20182D-vs20182D-Weekday-09,"19 - University via Lower Bay",587961,190011,1918,17:42:00,scmc,"Santa Cruz Metro Center",0,1901,
19-119,20182D-vs20182D-Weekday-09,3427756-20182D-vs20182D-Weekday-09,"19 - University via Lower Bay",587955,190011,1919,18:12:00,scmc,"Santa Cruz Metro Center",0,1902,
10-119,20182D-vs20182D-Weekday-09,3427757-20182D-vs20182D-Weekday-09,"10 - University via High St.",587872,100003,1920,18:35:00,scmc,"Santa Cruz Metro Center",0,1601,
19-119,20182D-vs20182D-Weekday-09,3427758-20182D-vs20182D-Weekday-09,"19 - University via Lower Bay",587953,190011,1921,18:42:00,scmc,"Santa Cruz Metro Center",0,7101,
19-119,20182D-vs20182D-Weekday-09,3427759-20182D-vs20182D-Weekday-09,"19 - University via Lower Bay",587961,190011,1922,19:12:00,scmc,"Santa Cruz Metro Center",0,1901,
10-119,20182D-vs20182D-Weekday-09,3427760-20182D-vs20182D-Weekday-09,"10 - University via High St.",587899,100003,1923,19:30:00,scmc,"Santa Cruz Metro Center",0,3510,
19-119,20182D-vs20182D-Weekday-09,3427761-20182D-vs20182D-Weekday-09,"19 - University via Lower Bay",587961,190011,1924,20:12:00,scmc,"Santa Cruz Metro Center",0,1901,
19-119,20182D-vs20182D-Weekday-09,3427762-20182D-vs20182D-Weekday-09,"19 - University via Lower Bay",587961,190011,1925,21:12:00,scmc,"Santa Cruz Metro Center",0,1901,
16-119,20182D-vs20182D-Weekday-09,3427763-20182D-vs20182D-Weekday-09,"16 - University via Laurel East",587872,160014,1926,07:17:00,scmc,"Santa Cruz Metro Center",0,1601,
16-119,20182D-vs20182D-Weekday-09,3427764-20182D-vs20182D-Weekday-09,"16 - University via Laurel East",587953,160014,1927,07:32:00,scmc,"Santa Cruz Metro Center",0,7101,
16-119,20182D-vs20182D-Weekday-09,3427765-20182D-vs20182D-Weekday-09,"16 - University via Laurel East",587946,160014,1928,07:47:00,scmc,"Santa Cruz Metro Center",0,1603,
16-119,20182D-vs20182D-Weekday-09,3427766-20182D-vs20182D-Weekday-09,"16 - University via Laurel East",587872,160014,1929,08:17:00,scmc,"Santa Cruz Metro Center",0,1601,
16-119,20182D-vs20182D-Weekday-09,3427767-20182D-vs20182D-Weekday-09,"16 - University via Laurel East",587946,160014,1930,08:47:00,scmc,"Santa Cruz Metro Center",0,1603,
16-119,20182D-vs20182D-Weekday-09,3427768-20182D-vs20182D-Weekday-09,"16 - University via Laurel East",587872,160014,1931,09:22:00,scmc,"Santa Cruz Metro Center",0,1601,
16-119,20182D-vs20182D-Weekday-09,3427769-20182D-vs20182D-Weekday-09,"16 - University via Laurel East",587946,160014,1932,09:52:00,scmc,"Santa Cruz Metro Center",0,1603,
16-119,20182D-vs20182D-Weekday-09,3427770-20182D-vs20182D-Weekday-09,"16 - University via Laurel East",587872,160014,1933,10:22:00,scmc,"Santa Cruz Metro Center",0,1601,
16-119,20182D-vs20182D-Weekday-09,3427771-20182D-vs20182D-Weekday-09,"16 - University via Laurel East",587946,160014,1934,10:52:00,scmc,"Santa Cruz Metro Center",0,1603,
16-119,20182D-vs20182D-Weekday-09,3427772-20182D-vs20182D-Weekday-09,"16 - University via Laurel East",587872,160014,1935,11:22:00,scmc,"Santa Cruz Metro Center",0,1601,
16-119,20182D-vs20182D-Weekday-09,3427773-20182D-vs20182D-Weekday-09,"16 - University via Laurel East",587885,160014,1936,11:52:00,scmc,"Santa Cruz Metro Center",0,1602,
16-119,20182D-vs20182D-Weekday-09,3427774-20182D-vs20182D-Weekday-09,"16 - University via Laurel East",587946,160014,1937,12:22:00,scmc,"Santa Cruz Metro Center",0,1603,
16-119,20182D-vs20182D-Weekday-09,3427775-20182D-vs20182D-Weekday-09,"16 - University via Laurel East",587885,160014,1938,12:52:00,scmc,"Santa Cruz Metro Center",0,1602,
16-119,20182D-vs20182D-Weekday-09,3427776-20182D-vs20182D-Weekday-09,"16 - University via Laurel East",587966,160014,1939,13:22:00,scmc,"Santa Cruz Metro Center",0,2001,
16-119,20182D-vs20182D-Weekday-09,3427777-20182D-vs20182D-Weekday-09,"16 - University via Laurel East",587958,160014,1940,13:52:00,scmc,"Santa Cruz Metro Center",0,1604,
16-119,20182D-vs20182D-Weekday-09,3427778-20182D-vs20182D-Weekday-09,"16 - University via Laurel East",587885,160014,1941,14:22:00,scmc,"Santa Cruz Metro Center",0,1602,
16-119,20182D-vs20182D-Weekday-09,3427779-20182D-vs20182D-Weekday-09,"16 - University via Laurel East",587958,160014,1942,14:52:00,scmc,"Santa Cruz Metro Center",0,1604,
16-119,20182D-vs20182D-Weekday-09,3427780-20182D-vs20182D-Weekday-09,"16 - University via Laurel East",587885,160014,1943,15:22:00,scmc,"Santa Cruz Metro Center",0,1602,
16-119,20182D-vs20182D-Weekday-09,3427781-20182D-vs20182D-Weekday-09,"16 - University via Laurel East",587968,160014,1944,15:52:00,scmc,"Santa Cruz Metro Center",0,1605,
16-119,20182D-vs20182D-Weekday-09,3427782-20182D-vs20182D-Weekday-09,"16 - University via Laurel East",587885,160014,1945,16:22:00,scmc,"Santa Cruz Metro Center",0,1602,
16-119,20182D-vs20182D-Weekday-09,3427783-20182D-vs20182D-Weekday-09,"16 - University via Laurel East",587968,160014,1946,16:52:00,scmc,"Santa Cruz Metro Center",0,1605,
16-119,20182D-vs20182D-Weekday-09,3427784-20182D-vs20182D-Weekday-09,"16 - University via Laurel East",587885,160014,1947,17:22:00,scmc,"Santa Cruz Metro Center",0,1602,
16-119,20182D-vs20182D-Weekday-09,3427785-20182D-vs20182D-Weekday-09,"16 - University via Laurel East",587968,160014,1948,17:52:00,scmc,"Santa Cruz Metro Center",0,1605,
16-119,20182D-vs20182D-Weekday-09,3427786-20182D-vs20182D-Weekday-09,"16 - University via Laurel East",587885,160014,1949,18:22:00,scmc,"Santa Cruz Metro Center",0,1602,
16-119,20182D-vs20182D-Weekday-09,3427787-20182D-vs20182D-Weekday-09,"16 - University via Laurel East",587968,160014,1950,18:52:00,scmc,"Santa Cruz Metro Center",0,1605,
16-119,20182D-vs20182D-Weekday-09,3427788-20182D-vs20182D-Weekday-09,"16 - University via Laurel East",587885,160014,1951,19:17:00,scmc,"Santa Cruz Metro Center",0,1602,
16-119,20182D-vs20182D-Weekday-09,3427789-20182D-vs20182D-Weekday-09,"16 - University via Laurel East",587872,160014,1952,19:47:00,scmc,"Santa Cruz Metro Center",0,1601,
16-119,20182D-vs20182D-Weekday-09,3427790-20182D-vs20182D-Weekday-09,"16 - University via Laurel East",587885,160014,1953,20:17:00,scmc,"Santa Cruz Metro Center",0,1602,
16-119,20182D-vs20182D-Weekday-09,3427791-20182D-vs20182D-Weekday-09,"16 - University via Laurel East",587872,160014,1954,20:47:00,scmc,"Santa Cruz Metro Center",0,1601,
16-119,20182D-vs20182D-Weekday-09,3427792-20182D-vs20182D-Weekday-09,"16 - University via Laurel East",587885,160014,1955,21:17:00,scmc,"Santa Cruz Metro Center",0,1602,
16-119,20182D-vs20182D-Weekday-09,3427793-20182D-vs20182D-Weekday-09,"16 - University via Laurel East",587872,160014,1956,21:47:00,scmc,"Santa Cruz Metro Center",0,1601,
16-119,20182D-vs20182D-Weekday-09,3427794-20182D-vs20182D-Weekday-09,"16 - University via Laurel East",587941,160014,1957,22:17:00,scmc,"Santa Cruz Metro Center",0,7110,
16-119,20182D-vs20182D-Weekday-09,3427795-20182D-vs20182D-Weekday-09,"16 - University via Laurel East",587872,160014,1958,22:47:00,scmc,"Santa Cruz Metro Center",0,1601,
20-119,20182D-vs20182D-Weekday-09,3427796-20182D-vs20182D-Weekday-09,"20 - University via Westside",587966,200018,1959,08:18:00,scmc,"Santa Cruz Metro Center",0,2001,
20-119,20182D-vs20182D-Weekday-09,3427797-20182D-vs20182D-Weekday-09,"20 - University via Westside",587951,200017,1960,09:20:00,scmc,"Santa Cruz Metro Center",0,1903,
20-119,20182D-vs20182D-Weekday-09,3427798-20182D-vs20182D-Weekday-09,"20 - University via Westside",587955,200013,1961,10:15:00,scmc,"Santa Cruz Metro Center",0,1902,
20-119,20182D-vs20182D-Weekday-09,3427799-20182D-vs20182D-Weekday-09,"20 - University via Westside",587962,200013,1962,11:15:00,scmc,"Santa Cruz Metro Center",0,7105,
20-119,20182D-vs20182D-Weekday-09,3427800-20182D-vs20182D-Weekday-09,"20 - University via Westside",587966,200013,1963,12:15:00,scmc,"Santa Cruz Metro Center",0,2001,
20-119,20182D-vs20182D-Weekday-09,3427801-20182D-vs20182D-Weekday-09,"20 - University via Westside",587955,200013,1964,13:15:00,scmc,"Santa Cruz Metro Center",0,1902,
20-119,20182D-vs20182D-Weekday-09,3427802-20182D-vs20182D-Weekday-09,"20 - University via Westside",587949,200017,1965,14:20:00,scmc,"Santa Cruz Metro Center",0,6906,
20-119,20182D-vs20182D-Weekday-09,3427803-20182D-vs20182D-Weekday-09,"20 - University via Westside",587952,200013,1966,15:15:00,scmc,"Santa Cruz Metro Center",0,6902,
20-119,20182D-vs20182D-Weekday-09,3427804-20182D-vs20182D-Weekday-09,"20 - University via Westside",587956,200013,1967,16:15:00,scmc,"Santa Cruz Metro Center",0,6904,
20-119,20182D-vs20182D-Weekday-09,3427805-20182D-vs20182D-Weekday-09,"20 - University via Westside",587941,200017,1968,17:20:00,scmc,"Santa Cruz Metro Center",0,7110,
20-119,20182D-vs20182D-Weekday-09,3427806-20182D-vs20182D-Weekday-09,"20 - University via Westside",587899,200017,1969,18:20:00,scmc,"Santa Cruz Metro Center",0,3510,
20-119,20182D-vs20182D-Weekday-09,3427807-20182D-vs20182D-Weekday-09,"20 - University via Safeway",587897,200021,1970,19:20:00,scmc,"Santa Cruz Metro Center",0,7107,
20-119,20182D-vs20182D-Weekday-09,3427808-20182D-vs20182D-Weekday-09,"20 - University via Safeway",587892,200021,1971,20:20:00,scmc,"Santa Cruz Metro Center",0,6804,
20-119,20182D-vs20182D-Weekday-09,3427809-20182D-vs20182D-Weekday-09,"20 - University via Safeway",587940,200021,1972,21:20:00,scmc,"Santa Cruz Metro Center",0,0402,
35A-119,20182D-vs20182D-Weekday-09,3427810-20182D-vs20182D-Weekday-09,"35A - Hwy 9 - Mt. Store",587870,35A0033,1973,07:28:00,mtnstr,"Mountain Store",0,3501,
35A-119,20182D-vs20182D-Weekday-09,3427811-20182D-vs20182D-Weekday-09,"35A - Hwy 9 - Mt. Store",587875,35A0033,1974,08:28:00,mtnstr,"Mountain Store",0,3505,
35A-119,20182D-vs20182D-Weekday-09,3427812-20182D-vs20182D-Weekday-09,"35A - Hwy 9 - Mt. Store",587879,35A0033,1975,09:28:00,mtnstr,"Mountain Store",0,3502,
35A-119,20182D-vs20182D-Weekday-09,3427813-20182D-vs20182D-Weekday-09,"35A - Hwy 9 - Mt. Store",587873,35A0033,1976,10:28:00,mtnstr,"Mountain Store",0,3503,
35A-119,20182D-vs20182D-Weekday-09,3427814-20182D-vs20182D-Weekday-09,"35A - Hwy 9 - Mt. Store",587894,35A0033,1977,11:28:00,mtnstr,"Mountain Store",0,3506,
35A-119,20182D-vs20182D-Weekday-09,3427815-20182D-vs20182D-Weekday-09,"35A - Hwy 9 - Mt. Store",587884,35A0033,1978,12:28:00,mtnstr,"Mountain Store",0,3507,
35A-119,20182D-vs20182D-Weekday-09,3427816-20182D-vs20182D-Weekday-09,"35A - Hwy 9 - Mt. Store",587874,35A0033,1979,13:28:00,mtnstr,"Mountain Store",0,3504,
35A-119,20182D-vs20182D-Weekday-09,3427817-20182D-vs20182D-Weekday-09,"35A - Hwy 9 - Mt. Store",587894,35A0033,1980,14:28:00,mtnstr,"Mountain Store",0,3506,
35A-119,20182D-vs20182D-Weekday-09,3427818-20182D-vs20182D-Weekday-09,"35A - Hwy 9 - Mt. Store",587873,35A0033,1981,15:28:00,mtnstr,"Mountain Store",0,3503,
35A-119,20182D-vs20182D-Weekday-09,3427819-20182D-vs20182D-Weekday-09,"35A - Hwy 9 - Mt. Store",587874,35A0033,1982,16:28:00,mtnstr,"Mountain Store",0,3504,
35A-119,20182D-vs20182D-Weekday-09,3427820-20182D-vs20182D-Weekday-09,"35A - Hwy 9 - Mt. Store",587898,35A0033,1983,17:28:00,mtnstr,"Mountain Store",0,3511,
35A-119,20182D-vs20182D-Weekday-09,3427821-20182D-vs20182D-Weekday-09,"35A - Hwy 9 - Mt. Store",587940,35A0033,1984,18:28:00,mtnstr,"Mountain Store",0,0402,
35A-119,20182D-vs20182D-Weekday-09,3427822-20182D-vs20182D-Weekday-09,"35A - Glen Arbor - Country Club",587874,35A0035,1985,08:00:00,cnclb,"Country Club",0,3504,
35A-119,20182D-vs20182D-Weekday-09,3427823-20182D-vs20182D-Weekday-09,"35A - Glen Arbor - Country Club",587894,35A0035,1986,09:00:00,cnclb,"Country Club",0,3506,
35A-119,20182D-vs20182D-Weekday-09,3427824-20182D-vs20182D-Weekday-09,"35A - Glen Arbor - Country Club",587870,35A0035,1987,10:00:00,cnclb,"Country Club",0,3501,
