stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,stop_desc,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
"56404","56404",Arastradero Rd:#1070,37.393543,-122.145983,,"","","0","","",""
"58154","58154",Arastradero Rd:Thendara Ln,37.3934467,-122.1458932,,"","","0","","",""
"51397","51397",Ardenwood P & R Lot,37.5513347,-122.0548357,,"","","0","","",""
"55877","55877",Decoto Rd:Alvarado-Niles Rd,37.5866014,-122.0219713,,"","","0","","",""
"56762","56762",Decoto Rd:Alvarado-Niles Rd,37.5865407,-122.0216922,,"","","0","","",""
"56250","56250",Decoto Rd:Brookmill Dr,37.5747708,-122.0286042,,"","","0","","",""
"55120","55120",Decoto Rd:Brookmill Dr,37.5747341,-122.0291025,,"","","0","","",""
"51313","51313",Decoto Rd:Cabrillo Dr,37.5665215,-122.0359951,,"","","0","","",""
"52911","52911",Decoto Rd:Cabrillo Dr,37.5666085,-122.036344,,"","","0","","",""
"54720","54720",Decoto Rd:Clover St (Royal Ann Dr),37.5805555,-122.0237612,,"","","0","","",""
"50501","50501",Decoto Rd:Fremont Blvd,37.5716267,-122.0315043,,"","","0","","",""
"53338","53338",Decoto Rd:Meyers Dr,37.5901815,-122.0207197,,"","","0","","",""
"51561","51561",Decoto Rd:Mount Palomar Ct,37.5727492,-122.0308919,,"","","0","","",""
"54232","54232",Decoto Rd:Ozark River Way,37.5688564,-122.0340068,,"","","0","","",""
"55056","55056",Decoto Rd:Ozark River Way,37.5683303,-122.0349189,,"","","0","","",""
"57708","57708",Decoto Rd:Perry Rd,37.5833256,-122.0227801,,"","","0","","",""
"55295","55295",Decoto Rd:Perry Rd,37.5828366,-122.0232661,,"","","0","","",""
"50252","50252",Decoto Rd:Royal Ann Dr (Clover St),37.5809812,-122.0239164,,"","","0","","",""
"57718","57718",Decoto Rd:Union Square,37.5903143,-122.0203713,,"","","0","","",""
"58409","58409",Deer Creek Rd:Arastradero Rd,37.3938421,-122.1487153,,"","","0","","",""
"50434","50434",Deer Creek Rd:Arastradero Rd,37.3941055,-122.1486979,,"","","0","","",""
"56336","56336",Deer Creek Rd:Dept Of Interior,37.3957721,-122.1502159,,"","","0","","",""
"55303","55303",Deer Creek Rd:Dept Of Interior,37.395433,-122.1499986,,"","","0","","",""
"55315","55315",Hanover St:#3135,37.415439,-122.1433643,,"","","0","","",""
"51446","51446",Hanover St:#3251,37.4106224,-122.1457963,,"","","0","","",""
"55836","55836",Hanover St:#3251 #2,37.4135011,-122.1434549,,"","","0","","",""
"53404","53404",Hanover St:Entrance To Buld20,37.4154402,-122.1436699,,"","","0","","",""
"53424","53424",Hanover St:Gate 5,37.4110117,-122.1456931,,"","","0","","",""
"55021","55021",Hanover St:Hillview Av,37.409302,-122.1469256,,"","","0","","",""
"53414","53414",Hanover St:Main Entrance Hp,37.4126542,-122.14435,,"","","0","","",""
