route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
194-139,1707-Arcadia-Weekday-60,4158738-1707-Arcadia-Weekday-60,"West: El Monte Station",1,743295,1940022
194-139,1707-Arcadia-Weekday-60,4158739-1707-Arcadia-Weekday-60,"East: Valley Blvd and Lemon Ave",0,743295,1940026
178-139,1707-Arcadia-Weekday-60,4158741-1707-Arcadia-Weekday-60,"East: Puente Hills Mall",0,743295,1780065
178-139,1707-Arcadia-Weekday-60,4158744-1707-Arcadia-Weekday-60,"West: El Monte Station via Baldwin Park",1,743295,1780067
178-139,1707-Arcadia-Weekday-60,4158745-1707-Arcadia-Weekday-60,"East: Puente Hills Mall via Baldwin Park",0,743295,1780066
178-139,1707-Arcadia-Weekday-60,4158748-1707-Arcadia-Weekday-60,"West: El Monte Station",1,743295,1780055
178-139,1707-Arcadia-Weekday-60,4158749-1707-Arcadia-Weekday-60,"East: Puente Hills Mall via Baldwin Park",0,743295,1780066
178-139,1707-Arcadia-Weekday-60,4158752-1707-Arcadia-Weekday-60,"West: El Monte Station",1,743295,1780055
194-139,1707-Arcadia-Weekday-60,4158755-1707-Arcadia-Weekday-60,"East: Valley Blvd and Lemon Ave",0,743296,1940027
194-139,1707-Arcadia-Weekday-60,4158756-1707-Arcadia-Weekday-60,"West: El Monte Station",1,743296,1940023
178-139,1707-Arcadia-Weekday-60,4158757-1707-Arcadia-Weekday-60,"East: Puente Hills Mall via Baldwin Park",0,743296,1780066
178-139,1707-Arcadia-Weekday-60,4158760-1707-Arcadia-Weekday-60,"West: El Monte Station",1,743296,1780055
185-139,1707-Arcadia-Weekday-60,4158763-1707-Arcadia-Weekday-60,"North: Azusa",0,743297,1850074
280-139,1707-Arcadia-Weekday-60,4158764-1707-Arcadia-Weekday-60,"South: Puente Hills Mall",1,743297,2800031
178-139,1707-Arcadia-Weekday-60,4158767-1707-Arcadia-Weekday-60,"West: El Monte Station",1,743297,1780055
178-139,1707-Arcadia-Weekday-60,4158770-1707-Arcadia-Weekday-60,"East: Puente Hills Mall via Baldwin Park",0,743298,1780066
178-139,1707-Arcadia-Weekday-60,4158773-1707-Arcadia-Weekday-60,"West: El Monte Station via Baldwin Park",1,743298,1780067
