stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
00809,,"Baldwin Park Blvd and Merced Ave N",,  34.078997,-117.969594,,,0,
00810,,"Baldwin Park Blvd and Olive St N",,  34.099154,-117.964781,,,0,
00811,,"Baldwin Park Blvd and Olive St S",,  34.099808,-117.965018,,,0,
00812,,"Baldwin Park Blvd and Park Shadow Ct E",,  34.088116,-117.964980,,,0,
00816,,"Baldwin Park Blvd and Ramona Blvd S",,  34.085035,-117.964906,,,0,
00817,,"Baldwin Park Blvd and Stewart Ave N",,  34.081538,-117.966905,,,0,
00819,,"Barranca Ave and No Garvey Ave S",,  34.073752,-117.881422,,,0,
00820,,"Citrus College Park and Ride",,  34.130382,-117.881468,,,0,
00821,,"Barranca Ave and Puente St S",,  34.082144,-117.881437,,,0,
00822,,"Barranca Ave and Rowland Ave E",,  34.078590,-117.881237,,,0,
00823,,"Barranca Ave and Rowland Ave N",,  34.078546,-117.881237,,,0,
00825,,"Baseline Rd and Allegany Ct N",,  34.121577,-117.713312,,,0,
00827,,"Baseline Rd and Bonnie Brae Ave S",,  34.121709,-117.711253,,,0,
00829,,"Baseline Rd and Forbes Ave S",,  34.121670,-117.715700,,,0,
00830,,"Baseline Rd and Grand Ave E",,  34.121339,-117.872817,,,0,
00831,,"Baseline Rd and Grand Ave W",,  34.121523,-117.872996,,,0,
00832,,"Baseline Rd and Indian Hill Blvd N",,  34.121702,-117.721191,,,0,
00833,,"Baseline Rd and Mills Ave N",,  34.121722,-117.708530,,,0,
00835,,"Baseline Rd and Oxford Ave N",,  34.121705,-117.724657,,,0,
00836,,"Baseline Rd and Oxford Ave S",,  34.121505,-117.723762,,,0,
00837,,"Beach Blvd and Gregory Ln N",,  33.936435,-117.967721,,,0,
00838,,"Beach Blvd and Gregory Ln S",,  33.936355,-117.968093,,,0,
00839,,"Beach Blvd and La Habra Blvd N",,  33.933500,-117.967702,,,0,
00840,,"Beach Blvd and Whittier Blvd S",,  33.939480,-117.968112,,,0,
00841,,"Bennett Ave and Glendora Ave S",,  34.139648,-117.865698,,,0,
00842,,"Bennett Ave and Grand Ave N",,  34.139749,-117.872340,,,0,
00843,,"Bennett Ave and Vermont Ave N",,  34.139751,-117.866616,,,0,
00844,,"Bennett Ave and Washington Ave N",,  34.139754,-117.868936,,,0,
00845,,"Bennett Ave and Washington Ave S",,  34.139627,-117.869250,,,0,
00847,,"Beverly Dr and Norwalk Blvd N",,  33.997786,-118.054573,,,0,
00848,,"Beverly Blvd and Carley S",,  34.000505,-118.058290,,,0,
00851,,"Bonita Ave and B St E",,  34.102425,-117.773523,,,0,
00852,,"Bonita Ave and B St W",,  34.102676,-117.774045,,,0,
00853,,"Bonita Ave and Berkeley Ave E",,  34.096464,-117.722970,,,0,
00854,,"Bonita Ave and Berkeley Ave W",,  34.096566,-117.723042,,,0,
00855,,"Bonita Ave and Cambridge Ave E",,  34.096320,-117.727093,,,0,
00856,,"Bonita Ave and Cambridge Ave W",,  34.096467,-117.727673,,,0,
00857,,"Bonita Ave and Carnegie Ave E",,  34.096185,-117.732048,,,0,
00858,,"Bonita Ave and Carnegie Ave W",,  34.096317,-117.731839,,,0,
00859,,"Bonita Ave and Cataract Ave E",,  34.106552,-117.811733,,,0,
00860,,"Bonita Ave and Cataract Ave W",,  34.106810,-117.811379,,,0,
00861,,"Bonita Ave and D St E",,  34.101387,-117.769549,,,0,
00862,,"Bonita Ave and D St W",,  34.101805,-117.770737,,,0,
00863,,"Bonita Ave and Damien Ave E",,  34.106216,-117.787913,,,0,
00864,,"Bonita Ave and Damien Ave W",,  34.106602,-117.788695,,,0,
00865,,"Bonita Ave and Eucla Ave E",,  34.106594,-117.815591,,,0,
00866,,"Bonita Ave and Eucla Ave W",,  34.106771,-117.816169,,,0,
00867,,"Bonita Ave and F St E",,  34.100441,-117.765941,,,0,
00868,,"Bonita Ave and F St W",,  34.100700,-117.766429,,,0,
00869,,"Bonita Ave and Thompson Creek Rd E",,  34.097589,-117.754968,,,0,
00870,,"Bonita Ave and Fulton Rd W",,  34.098111,-117.756514,,,0,
00871,,"Bonita Ave and Garey Ave W",,  34.096343,-117.749064,,,0,
00872,,"Bonita Ave and Indian Hill Blvd W",,  34.096677,-117.719891,,,0,
00873,,"Bonita Ave and Park Ave E",,  34.103405,-117.777329,,,0,
00874,,"Bonita Ave and Park Ave W",,  34.103687,-117.777880,,,0,
00875,,"Bonita Ave and San Dimas Ave E",,  34.106616,-117.806679,,,0,
00876,,"Bonita Ave and San Dimas Ave W",,  34.106740,-117.806929,,,0,
00877,,"Bonita Ave and San Dimas Canyon E",,  34.106575,-117.793607,,,0,
00880,,"Bonita Ave and Towne Ave E",,  34.096047,-117.736441,,,0,
00881,,"Bonita Ave and Towne Ave W",,  34.096248,-117.736573,,,0,
00882,,"Bonita Ave and Walnut Ave E",,  34.106579,-117.802503,,,0,
00883,,"Bonita Ave and Walnut Ave W",,  34.106767,-117.803074,,,0,
00884,,"Bonita Ave and White Ave E",,  34.099496,-117.762168,,,0,
00885,,"Bonita Ave and White Ave W",,  34.099781,-117.762960,,,0,
00889,,"Buena Vista St and Avenida Barbosa N",,  34.118310,-117.984223,,,0,
00890,,"Avenida Barbosa and Buena Vista S",,  34.117979,-117.984139,,,0,
00891,,"Buena Vista St and Central Ave E",,  34.136151,-117.977680,,,0,
00893,,"Buena Vista St and Duarte Rd S",,  34.131488,-117.977678,,,0,
00894,,"Buena Vista St and Kellwil Way N",,  34.128619,-117.977510,,,0,
00895,,"Buena Vista St and Kellwil Way S",,  34.128482,-117.977649,,,0,
00896,,"Cal State LA E",,  34.062501,-118.168101,,,0,
00897,,"Cal State LA W",,  34.062842,-118.167874,,,0,
00899,,"Cameron Ave and Azusa Ave N",,  34.061014,-117.908157,,,0,
00900,,"Cameron Ave and Azusa Ave S",,  34.061165,-117.907622,,,0,
00906,,"Cameron Ave and Fernwood St N",,  34.061044,-117.911132,,,0,
00907,,"Cameron Ave and Fernwood St S",,  34.061198,-117.911304,,,0,
00911,,"Cameron Ave and Hollenbeck St N",,  34.060965,-117.898669,,,0,
00912,,"Cameron Ave and Hollenbeck St S",,  34.061086,-117.898837,,,0,
00915,,"Cameron Ave and Lark Ellen Ave N",,  34.061105,-117.916969,,,0,
00916,,"Cameron Ave and Lark Ellen Ave S",,  34.061254,-117.917091,,,0,
00919,,"Cameron Ave and Montezuma Wy N",,  34.060909,-117.894357,,,0,
00920,,"Cameron Ave and Montezuma Wy S",,  34.061049,-117.894452,,,0,
00923,,"Cameron Ave and Valinda Ave N",,  34.061182,-117.925085,,,0,
00927,,"Chino Park and Ride   W",,  34.011246,-117.733118,,,0,
00930,,"Citrus Ave and Armstead Dr N",,  34.118119,-117.890105,,,0,
00931,,"Citrus Ave and Armstead Dr S",,  34.118047,-117.890260,,,0,
00932,,"Citrus Ave and Arrow Hwy N",,  34.106594,-117.890170,,,0,
00933,,"Citrus Ave and Arrow Hwy S",,  34.106432,-117.890322,,,0,
00934,,"Citrus Ave and Baseline Rd N",,  34.122133,-117.890093,,,0,
