timetable_id,stop_id,stop_sequence,stop_name,connected_routes
1,2324470,1,Norwalk/166th,3/Gateway Plaza/Norwalk/166th Street
1,2324655,2,Norwalk Boulevard and Cedarcrest Drive,3/Gateway Plaza/Norwalk/166th Street
1,2324491,3,Norwalk/Alondra,3/Gateway Plaza/Norwalk/166th Street
1,2324485,4,Alondra Boulevard and Madris Avenue,3/Gateway Plaza/Norwalk/166th Street
1,2326835,5,Bloomfield Avenue and Alondra Boulevard,3/Gateway Plaza/Norwalk/166th Street
1,2326306,6,Bloomfield Avenue and Excelsior Drive,3/Gateway Plaza/Norwalk/166th Street
1,2324825,7,Rosecrans Avenue opposite Bloomfield Avenue North,"3/Gateway Plaza/Norwalk/166th Street, 5/Green Line Station To/From La Mirada Via Rosecrans"
1,2324800,8,Rosecrans Avenue and Greenstone Avenue S/E Corner,"3/Gateway Plaza/Norwalk/166th Street, 5/Green Line Station To/From La Mirada Via Rosecrans"
1,2324842,9,Shoemaker/Rosecrans,3/Gateway Plaza/Norwalk/166th Street
1,2324844,10,Shoemaker Avenue and Tom White Way,3/Gateway Plaza/Norwalk/166th Street
1,2324841,11,Shoemaker Avenue and Foster Road,3/Gateway Plaza/Norwalk/166th Street
1,2324555,12,Foster Road and Greenstone Avenue,3/Gateway Plaza/Norwalk/166th Street
1,2324554,13,Foster Road and Bechard Avenue (Soropt. Village),3/Gateway Plaza/Norwalk/166th Street
1,2324514,14,Bloomfield Avenue at Hospital,3/Gateway Plaza/Norwalk/166th Street
1,2324513,15,Bloomfield Avenue and Hacienda Drive,3/Gateway Plaza/Norwalk/166th Street
1,2324527,16,Civic Center Drive opposite Silverbow Avenue,3/Gateway Plaza/Norwalk/166th Street
1,2324525,17,Civic Center Drive and Volunteer Avenue- N/E Corner,"3/Gateway Plaza/Norwalk/166th Street, 7/Green Line Station/El Monte Station"
1,2324659,18,Norwalk Boulevard and Civic Center Drive- N/E Corner,"1/Rio Hondo/Bellflower, 2/NSQ/Green Line/Cerritos College/Cerritos Mall, 3/Gateway Plaza/Norwalk/166th Street"
1,2324671,19,Norwalk/Imperial,"1/Rio Hondo/Bellflower, 3/Gateway Plaza/Norwalk/166th Street"
1,2324694,20,Norwalk Boulevard opposite Crewe Street,3/Gateway Plaza/Norwalk/166th Street
1,2324646,21,Norwalk Boulevard and Aegean Street,"1/Rio Hondo/Bellflower, 3/Gateway Plaza/Norwalk/166th Street"
1,2324673,22,Norwalk Boulevard at Metro Hospital Main Gate,"1/Rio Hondo/Bellflower, 3/Gateway Plaza/Norwalk/166th Street"
1,2324696,23,Norwalk Boulevard opposite Oracle Street,"1/Rio Hondo/Bellflower, 3/Gateway Plaza/Norwalk/166th Street"
1,2324632,24,Lakeland Road and Lakeland Road Villa,3/Gateway Plaza/Norwalk/166th Street
1,2324631,25,Lakeland Road and Fulton Wells Avenue,3/Gateway Plaza/Norwalk/166th Street
1,2324635,26,Lakeland Road opposite Bombardier Avenue,3/Gateway Plaza/Norwalk/166th Street
1,2324634,27,Lakeland Road and Pioneer Boulevard,3/Gateway Plaza/Norwalk/166th Street
1,2324751,28,Pioneer Boulevard at Little Lake Park,3/Gateway Plaza/Norwalk/166th Street
1,2324545,29,Florence/Pioneer,"1/Rio Hondo/Bellflower, 3/Gateway Plaza/Norwalk/166th Street"
1,2324542,30,Florence Avenue at Lake Center Athletic Park,"1/Rio Hondo/Bellflower, 3/Gateway Plaza/Norwalk/166th Street"
1,2324541,31,Florence Avenue at Kid Zone,"1/Rio Hondo/Bellflower, 3/Gateway Plaza/Norwalk/166th Street"
1,2324706,32,Florence/Orr and Day,"1/Rio Hondo/Bellflower, 3/Gateway Plaza/Norwalk/166th Street"
1,2324698,33,Orr and Day Road and Clarkman Street,"1/Rio Hondo/Bellflower, 3/Gateway Plaza/Norwalk/166th Street"
1,2324703,34,Orr and Day Road and Dunning Street,"1/Rio Hondo/Bellflower, 3/Gateway Plaza/Norwalk/166th Street"
1,2324966,35,Orr and Day Road and Davenrich Street,"1/Rio Hondo/Bellflower, 3/Gateway Plaza/Norwalk/166th Street"
1,2324886,36,Orr and Day/Telegraph,"1/Rio Hondo/Bellflower, 3/Gateway Plaza/Norwalk/166th Street"
1,2324881,37,Telegraph Road and Jersey Avenue,"1/Rio Hondo/Bellflower, 3/Gateway Plaza/Norwalk/166th Street"
1,2324889,38,Telegraph Road and Pioneer Boulevard,"1/Rio Hondo/Bellflower, 3/Gateway Plaza/Norwalk/166th Street"
1,2324884,39,Telegraph/Norwalk,3/Gateway Plaza/Norwalk/166th Street
1,2324876,40,Telegraph Road and Bloomfield Avenue,3/Gateway Plaza/Norwalk/166th Street
1,2324879,41,Telegraph Road and Greenleaf Avenue,3/Gateway Plaza/Norwalk/166th Street
1,2324887,42,Telegraph Road and Painter Avenue,3/Gateway Plaza/Norwalk/166th Street
1,2324891,43,Telegraph/Carmenita Road (McDonalds),3/Gateway Plaza/Norwalk/166th Street
2,2324878,1,Telegraph/Carmenita,3/Gateway Plaza/Norwalk/166th Street
2,2324883,2,Telegraph Road and Laurel Avenue - N/W Corner,3/Gateway Plaza/Norwalk/166th Street
2,2324888,3,Telegraph Road and Painter Avenue - N/W Corner,3/Gateway Plaza/Norwalk/166th Street
2,2324880,4,Telegraph Road and Greenleaf Avenue - N/W Corner,3/Gateway Plaza/Norwalk/166th Street
2,2324877,5,Telegraph Road and Bloomfield Avenue - N/W Corner,3/Gateway Plaza/Norwalk/166th Street
2,2324885,6,Telegraph/ Norwalk,3/Gateway Plaza/Norwalk/166th Street
2,2324890,7,Telegraph Road and Pioneer Boulevard - N/W Corner,"1/Rio Hondo/Bellflower, 3/Gateway Plaza/Norwalk/166th Street"
2,2335771,8,Pioneer Boulevard and Glenworth Street,"1/Rio Hondo/Bellflower, 3/Gateway Plaza/Norwalk/166th Street"
2,2326307,9,Pioneer/Florence,3/Gateway Plaza/Norwalk/166th Street
2,2324630,10,Lakeland Road and Arlee Avenue - S/W Corner,3/Gateway Plaza/Norwalk/166th Street
2,2324633,11,Lakeland Road and Paddison Avenue - S/E Corner,3/Gateway Plaza/Norwalk/166th Street
2,2324668,12,Norwalk Boulevard and Hermes Street- N/W Corner,"1/Rio Hondo/Bellflower, 3/Gateway Plaza/Norwalk/166th Street"
2,2324677,13,Norwalk Boulevard and Oracle Street- S/W Corner,"1/Rio Hondo/Bellflower, 3/Gateway Plaza/Norwalk/166th Street"
2,2324685,14,Norwalk Boulevard and Tina Street - S/W Corner,3/Gateway Plaza/Norwalk/166th Street
2,2324647,15,Norwalk Boulevard and Aegean Street- S/W Corner,"1/Rio Hondo/Bellflower, 3/Gateway Plaza/Norwalk/166th Street"
2,2324664,16,Norwalk Boulevard and Crewe Street- N/W Corner,"1/Rio Hondo/Bellflower, 3/Gateway Plaza/Norwalk/166th Street"
2,2324681,17,Norwalk Boulevard and Paddison Avenue Square,"1/Rio Hondo/Bellflower, 3/Gateway Plaza/Norwalk/166th Street"
2,2324670,18,Norwalk/Imperial (Ihop),"1/Rio Hondo/Bellflower, 2/NSQ/Green Line/Cerritos College/Cerritos Mall, 3/Gateway Plaza/Norwalk/166th Street"
2,2324520,19,Civic Center Drive at AMC Theaters,"3/Gateway Plaza/Norwalk/166th Street, 7/Green Line Station/El Monte Station"
2,2324526,20,Civic Center Drive and Volunteer Avenue - S/E Corner,"3/Gateway Plaza/Norwalk/166th Street, 7/Green Line Station/El Monte Station"
2,2324524,21,Civic Center Drive and Silverbow Avenue -S/E Corner,3/Gateway Plaza/Norwalk/166th Street
2,2324510,22,Bloomfield Avenue and Anabella Street,3/Gateway Plaza/Norwalk/166th Street
2,2324511,23,Bloomfield Avenue and Dante Street,3/Gateway Plaza/Norwalk/166th Street
2,2324559,24,Foster Road and Stanstead Avenue -S/W Corner,3/Gateway Plaza/Norwalk/166th Street
2,2324553,25,Foster Road and Bechard Avenue - S/W Corner,3/Gateway Plaza/Norwalk/166th Street
2,2324556,26,Foster Road and Greenstone Avenue -S/E Corner,3/Gateway Plaza/Norwalk/166th Street
2,2324558,27,Foster Road and Shoemaker Avenue - S/W Corner,3/Gateway Plaza/Norwalk/166th Street
2,2324840,28,Shoemaker Avenue at Golf Course,3/Gateway Plaza/Norwalk/166th Street
2,2324845,29,Shoemaker Avenue and Tom White Way - S/W Corner,3/Gateway Plaza/Norwalk/166th Street
2,2324843,30,Shoemaker Avenue and Shoemaker Avenue Ct. Apts.,3/Gateway Plaza/Norwalk/166th Street
2,2326152,31,Rosecrans/Shoemaker,"3/Gateway Plaza/Norwalk/166th Street, 5/Green Line Station To/From La Mirada Via Rosecrans"
