stop_id,stop_city
778147,
778148,
778150,
778154,
778155,
778156,
778158,
778161,
778162,
778163,
778165,
778166,
778167,
778168,
778169,
778172,
778176,
778180,
778185,
778188,
778198,
778201,
778205,
778207,
778210,
778211,
778213,
778216,
778217,
778218,
778219,
778220,
778221,
778222,
778223,
778227,
778228,
780157,
780158,
780159,
780160,
780161,
780162,
780163,
780164,
780165,
780166,
780167,
780168,
780169,
780170,
780759,
780761,
780770,
780771,
780773,
780774,
780782,
780783,
780784,
780793,
780794,
780795,
780796,
780797,
780798,
780799,
780800,
780801,
780802,
780803,
780804,
780805,
780806,
780807,
780808,
783912,
783914,
787483,Santa Ana
787484,Santa Ana
787488,
787489,
787490,
787491,
787492,
787493,
787494,
787495,
787496,
787497,
787498,
787499,
787500,
794902,
818198,
818434,
820658,
