trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
10_05:34_Weekdays_5452,05:34:00,05:34:00,95719,0,,,,1.2679116160322301
10_05:34_Weekdays_5452,,,95626,1,,,,1433.6729892742217
10_05:34_Weekdays_5452,,,95627,2,,,,2272.684535286109
10_05:34_Weekdays_5452,,,95628,3,,,,3450.883158626819
10_05:34_Weekdays_5452,,,95629,4,,,,4702.278391912327
10_05:34_Weekdays_5452,,,95630,5,,,,5535.503952173216
10_05:34_Weekdays_5452,05:39:00,05:39:00,95147,6,,,,6254.9572307661165
10_05:34_Weekdays_5452,,,95148,7,,,,7242.655678996117
10_05:34_Weekdays_5452,,,95149,8,,,,8201.876251353024
10_05:34_Weekdays_5452,,,95227,9,,,,9343.096922613026
10_05:34_Weekdays_5452,,,95228,10,,,,11513.279825355108
10_05:34_Weekdays_5452,,,95405,11,,,,12950.564199140743
10_05:34_Weekdays_5452,,,95473,12,,,,20106.045245374706
10_05:34_Weekdays_5452,05:49:00,05:49:00,95474,13,,,,22852.918958953447
10_05:34_Weekdays_5452,05:55:00,05:55:00,95040,14,,,,25214.701486430415
10_05:34_Weekdays_5452,06:10:00,06:10:00,95607,15,,,,71199.21569799258
10_05:34_Weekdays_5452,,,95608,16,,,,72659.38845805352
10_05:34_Weekdays_5452,,,95711,17,,,,73853.9591842858
10_05:34_Weekdays_5452,,,95712,18,,,,74641.22595271618
10_05:34_Weekdays_5452,,,95713,19,,,,75444.21757858578
10_05:34_Weekdays_5452,,,95609,20,,,,75895.79290234667
10_05:34_Weekdays_5452,,,95610,21,,,,76297.46689573687
10_05:34_Weekdays_5452,,,1832,22,,,,76677.7823187987
10_05:34_Weekdays_5452,,,95714,23,,,,77069.55670303223
10_05:34_Weekdays_5452,,,95492,24,,,,78949.58297018509
10_05:34_Weekdays_5452,,,9968,25,,,,79940.98248428457
10_05:34_Weekdays_5452,06:22:00,06:22:00,1136,26,,,,82617.27153167974
10_05:34_Weekdays_5452,,,53204,27,,,,83785.10613965809
10_05:34_Weekdays_5452,,,118,28,,,,84605.20697696548
10_05:34_Weekdays_5452,,,120,29,,,,85511.08198665509
10_05:34_Weekdays_5452,,,121,30,,,,85902.48480571122
10_05:34_Weekdays_5452,,,122,31,,,,86275.70515046924
10_05:34_Weekdays_5452,,,95614,32,,,,86732.4574665879
10_05:34_Weekdays_5452,,,95566,33,,,,87532.89743639654
10_05:34_Weekdays_5452,,,95567,34,,,,88328.72891633472
10_05:34_Weekdays_5452,06:27:00,06:27:00,95717,35,,,,88703.30683649777
10_06:04_Weekdays_7327,06:04:00,06:04:00,95719,0,,,,1.2679116160322301
10_06:04_Weekdays_7327,,,95626,1,,,,1433.6729892742217
10_06:04_Weekdays_7327,,,95627,2,,,,2272.684535286109
10_06:04_Weekdays_7327,,,95628,3,,,,3450.883158626819
10_06:04_Weekdays_7327,,,95629,4,,,,4702.278391912327
10_06:04_Weekdays_7327,,,95630,5,,,,5535.503952173216
10_06:04_Weekdays_7327,06:09:00,06:09:00,95147,6,,,,6254.9572307661165
10_06:04_Weekdays_7327,,,95148,7,,,,7242.655678996117
10_06:04_Weekdays_7327,,,95149,8,,,,8201.876251353024
10_06:04_Weekdays_7327,,,95227,9,,,,9343.096922613026
10_06:04_Weekdays_7327,,,95228,10,,,,11513.279825355108
10_06:04_Weekdays_7327,,,95405,11,,,,12950.564199140743
10_06:04_Weekdays_7327,,,95473,12,,,,20106.045245374706
10_06:04_Weekdays_7327,06:19:00,06:19:00,95474,13,,,,22852.918958953447
10_06:04_Weekdays_7327,06:25:00,06:25:00,95040,14,,,,25214.701486430415
10_06:04_Weekdays_7327,06:40:00,06:40:00,95607,15,,,,71199.21569799258
10_06:04_Weekdays_7327,,,95608,16,,,,72659.38845805352
10_06:04_Weekdays_7327,,,95711,17,,,,73853.9591842858
10_06:04_Weekdays_7327,,,95712,18,,,,74641.22595271618
10_06:04_Weekdays_7327,,,95713,19,,,,75444.21757858578
10_06:04_Weekdays_7327,,,95609,20,,,,75895.79290234667
10_06:04_Weekdays_7327,,,95610,21,,,,76297.46689573687
10_06:04_Weekdays_7327,,,1832,22,,,,76677.7823187987
10_06:04_Weekdays_7327,,,95714,23,,,,77069.55670303223
10_06:04_Weekdays_7327,,,95492,24,,,,78949.58297018509
10_06:04_Weekdays_7327,,,9968,25,,,,79940.98248428457
10_06:04_Weekdays_7327,06:52:00,06:52:00,1136,26,,,,82617.27153167974
10_06:04_Weekdays_7327,,,53204,27,,,,83785.10613965809
10_06:04_Weekdays_7327,,,118,28,,,,84605.20697696548
10_06:04_Weekdays_7327,,,120,29,,,,85511.08198665509
10_06:04_Weekdays_7327,,,121,30,,,,85902.48480571122
10_06:04_Weekdays_7327,,,122,31,,,,86275.70515046924
10_06:04_Weekdays_7327,,,95614,32,,,,86732.4574665879
10_06:04_Weekdays_7327,,,95566,33,,,,87532.89743639654
10_06:04_Weekdays_7327,,,95567,34,,,,88328.72891633472
10_06:04_Weekdays_7327,06:57:00,06:57:00,95717,35,,,,88703.30683649777
10_06:34_Weekdays_7329,06:34:00,06:34:00,95719,0,,,,1.2679116160322301
10_06:34_Weekdays_7329,,,95626,1,,,,1433.6729892742217
10_06:34_Weekdays_7329,,,95627,2,,,,2272.684535286109
10_06:34_Weekdays_7329,,,95628,3,,,,3450.883158626819
10_06:34_Weekdays_7329,,,95629,4,,,,4702.278391912327
10_06:34_Weekdays_7329,,,95630,5,,,,5535.503952173216
10_06:34_Weekdays_7329,06:39:00,06:39:00,95147,6,,,,6254.9572307661165
10_06:34_Weekdays_7329,,,95148,7,,,,7242.655678996117
10_06:34_Weekdays_7329,,,95149,8,,,,8201.876251353024
10_06:34_Weekdays_7329,,,95227,9,,,,9343.096922613026
10_06:34_Weekdays_7329,,,95228,10,,,,11513.279825355108
10_06:34_Weekdays_7329,,,95405,11,,,,12950.564199140743
10_06:34_Weekdays_7329,,,95473,12,,,,20106.045245374706
10_06:34_Weekdays_7329,06:49:00,06:49:00,95474,13,,,,22852.918958953447
10_06:34_Weekdays_7329,06:55:00,06:55:00,95040,14,,,,25214.701486430415
10_06:34_Weekdays_7329,07:10:00,07:10:00,95607,15,,,,71199.21569799258
10_06:34_Weekdays_7329,,,95608,16,,,,72659.38845805352
10_06:34_Weekdays_7329,,,95711,17,,,,73853.9591842858
10_06:34_Weekdays_7329,,,95712,18,,,,74641.22595271618
10_06:34_Weekdays_7329,,,95713,19,,,,75444.21757858578
10_06:34_Weekdays_7329,,,95609,20,,,,75895.79290234667
10_06:34_Weekdays_7329,,,95610,21,,,,76297.46689573687
10_06:34_Weekdays_7329,,,1832,22,,,,76677.7823187987
10_06:34_Weekdays_7329,,,95714,23,,,,77069.55670303223
10_06:34_Weekdays_7329,,,95492,24,,,,78949.58297018509
10_06:34_Weekdays_7329,,,9968,25,,,,79940.98248428457
10_06:34_Weekdays_7329,07:22:00,07:22:00,1136,26,,,,82617.27153167974
10_06:34_Weekdays_7329,,,53204,27,,,,83785.10613965809
10_06:34_Weekdays_7329,,,118,28,,,,84605.20697696548
10_06:34_Weekdays_7329,,,120,29,,,,85511.08198665509
10_06:34_Weekdays_7329,,,121,30,,,,85902.48480571122
10_06:34_Weekdays_7329,,,122,31,,,,86275.70515046924
10_06:34_Weekdays_7329,,,95614,32,,,,86732.4574665879
10_06:34_Weekdays_7329,,,95566,33,,,,87532.89743639654
10_06:34_Weekdays_7329,,,95567,34,,,,88328.72891633472
10_06:34_Weekdays_7329,07:27:00,07:27:00,95717,35,,,,88703.30683649777
10_07:04_Weekdays_7330,07:04:00,07:04:00,95719,0,,,,1.2679116160322301
10_07:04_Weekdays_7330,,,95626,1,,,,1433.6729892742217
10_07:04_Weekdays_7330,,,95627,2,,,,2272.684535286109
10_07:04_Weekdays_7330,,,95628,3,,,,3450.883158626819
10_07:04_Weekdays_7330,,,95629,4,,,,4702.278391912327
10_07:04_Weekdays_7330,,,95630,5,,,,5535.503952173216
10_07:04_Weekdays_7330,07:09:00,07:09:00,95147,6,,,,6254.9572307661165
10_07:04_Weekdays_7330,,,95148,7,,,,7242.655678996117
10_07:04_Weekdays_7330,,,95149,8,,,,8201.876251353024
10_07:04_Weekdays_7330,,,95227,9,,,,9343.096922613026
10_07:04_Weekdays_7330,,,95228,10,,,,11513.279825355108
10_07:04_Weekdays_7330,,,95405,11,,,,12950.564199140743
10_07:04_Weekdays_7330,,,95473,12,,,,20106.045245374706
10_07:04_Weekdays_7330,07:19:00,07:19:00,95474,13,,,,22852.918958953447
10_07:04_Weekdays_7330,07:25:00,07:25:00,95040,14,,,,25214.701486430415
10_07:04_Weekdays_7330,07:40:00,07:40:00,95607,15,,,,71199.21569799258
10_07:04_Weekdays_7330,,,95608,16,,,,72659.38845805352
10_07:04_Weekdays_7330,,,95711,17,,,,73853.9591842858
10_07:04_Weekdays_7330,,,95712,18,,,,74641.22595271618
10_07:04_Weekdays_7330,,,95713,19,,,,75444.21757858578
10_07:04_Weekdays_7330,,,95609,20,,,,75895.79290234667
10_07:04_Weekdays_7330,,,95610,21,,,,76297.46689573687
10_07:04_Weekdays_7330,,,1832,22,,,,76677.7823187987
10_07:04_Weekdays_7330,,,95714,23,,,,77069.55670303223
10_07:04_Weekdays_7330,,,95492,24,,,,78949.58297018509
10_07:04_Weekdays_7330,,,9968,25,,,,79940.98248428457
10_07:04_Weekdays_7330,07:52:00,07:52:00,1136,26,,,,82617.27153167974
10_07:04_Weekdays_7330,,,53204,27,,,,83785.10613965809
10_07:04_Weekdays_7330,,,118,28,,,,84605.20697696548
10_07:04_Weekdays_7330,,,120,29,,,,85511.08198665509
10_07:04_Weekdays_7330,,,121,30,,,,85902.48480571122
10_07:04_Weekdays_7330,,,122,31,,,,86275.70515046924
10_07:04_Weekdays_7330,,,95614,32,,,,86732.4574665879
10_07:04_Weekdays_7330,,,95566,33,,,,87532.89743639654
10_07:04_Weekdays_7330,,,95567,34,,,,88328.72891633472
10_07:04_Weekdays_7330,07:57:00,07:57:00,95717,35,,,,88703.30683649777
10_15:37_Weekdays_5307,15:37:00,15:37:00,95576,0,,,,0.0
10_15:37_Weekdays_5307,,,95503,1,,,,839.5412223911384
10_15:37_Weekdays_5307,,,95477,2,,,,1170.9546513327814
10_15:37_Weekdays_5307,,,95478,3,,,,1655.8915074677302
10_15:37_Weekdays_5307,,,95479,4,,,,2073.171764270056
10_15:37_Weekdays_5307,,,95480,5,,,,2463.289186108764
10_15:37_Weekdays_5307,,,95481,6,,,,2932.3450831319406
10_15:37_Weekdays_5307,,,95482,7,,,,3697.2533368735512
10_15:37_Weekdays_5307,,,416,8,,,,4502.2932100392445
10_15:37_Weekdays_5307,,,417,9,,,,4900.695512296717
10_15:37_Weekdays_5307,15:48:00,15:48:00,418,10,,,,5338.356543192056
10_15:37_Weekdays_5307,,,4763,11,,,,6500.165210446231
10_15:37_Weekdays_5307,,,95488,12,,,,7201.823449278757
10_15:37_Weekdays_5307,,,95489,13,,,,8587.327124933743
10_15:37_Weekdays_5307,,,95598,14,,,,10373.478371922427
10_15:37_Weekdays_5307,,,1783,15,,,,11001.961642033555
10_15:37_Weekdays_5307,,,95599,16,,,,11719.102723874312
10_15:37_Weekdays_5307,,,95600,17,,,,12414.168640610125
10_15:37_Weekdays_5307,,,95698,18,,,,13132.916687159643
10_15:37_Weekdays_5307,,,95699,19,,,,13962.89204965054
10_15:37_Weekdays_5307,,,95601,20,,,,15234.545265373034
10_15:37_Weekdays_5307,15:56:00,15:56:00,95602,21,,,,16079.332043847715
10_15:37_Weekdays_5307,16:32:00,16:32:00,95043,22,,,,63216.15700483949
10_15:37_Weekdays_5307,16:33:00,16:33:00,95506,23,,,,64987.52409925361
10_15:37_Weekdays_5307,,,95235,24,,,,75334.7361526423
10_15:37_Weekdays_5307,,,95236,25,,,,76554.74910660356
10_15:37_Weekdays_5307,,,95087,26,,,,78655.45951616073
10_15:37_Weekdays_5307,,,95088,27,,,,79792.70298291354
10_15:37_Weekdays_5307,,,95089,28,,,,80958.7207162646
10_15:37_Weekdays_5307,16:45:00,16:45:00,95090,29,,,,81444.0848777209
10_15:37_Weekdays_5307,,,95631,30,,,,82422.65701043213
10_15:37_Weekdays_5307,,,95632,31,,,,83875.5270228154
10_15:37_Weekdays_5307,,,95688,32,,,,85785.73670583642
10_15:37_Weekdays_5307,,,95633,33,,,,86703.40676725045
10_15:37_Weekdays_5307,16:50:00,16:50:00,95634,34,,,,87625.77748990523
10_16:07_Weekdays_7332,16:07:00,16:07:00,95576,0,,,,0.0
10_16:07_Weekdays_7332,,,95503,1,,,,839.5412223911384
10_16:07_Weekdays_7332,,,95477,2,,,,1170.9546513327814
10_16:07_Weekdays_7332,,,95478,3,,,,1655.8915074677302
10_16:07_Weekdays_7332,,,95479,4,,,,2073.171764270056
10_16:07_Weekdays_7332,,,95480,5,,,,2463.289186108764
10_16:07_Weekdays_7332,,,95481,6,,,,2932.3450831319406
10_16:07_Weekdays_7332,,,95482,7,,,,3697.2533368735512
10_16:07_Weekdays_7332,,,416,8,,,,4502.2932100392445
10_16:07_Weekdays_7332,,,417,9,,,,4900.695512296717
10_16:07_Weekdays_7332,16:18:00,16:18:00,418,10,,,,5338.356543192056
10_16:07_Weekdays_7332,,,4763,11,,,,6500.165210446231
10_16:07_Weekdays_7332,,,95488,12,,,,7201.823449278757
10_16:07_Weekdays_7332,,,95489,13,,,,8587.327124933743
10_16:07_Weekdays_7332,,,95598,14,,,,10373.478371922427
10_16:07_Weekdays_7332,,,1783,15,,,,11001.961642033555
10_16:07_Weekdays_7332,,,95599,16,,,,11719.102723874312
10_16:07_Weekdays_7332,,,95600,17,,,,12414.168640610125
10_16:07_Weekdays_7332,,,95698,18,,,,13132.916687159643
10_16:07_Weekdays_7332,,,95699,19,,,,13962.89204965054
10_16:07_Weekdays_7332,,,95601,20,,,,15234.545265373034
10_16:07_Weekdays_7332,16:26:00,16:26:00,95602,21,,,,16079.332043847715
10_16:07_Weekdays_7332,17:02:00,17:02:00,95043,22,,,,63216.15700483949
10_16:07_Weekdays_7332,17:03:00,17:03:00,95506,23,,,,64987.52409925361
10_16:07_Weekdays_7332,,,95235,24,,,,75334.7361526423
10_16:07_Weekdays_7332,,,95236,25,,,,76554.74910660356
10_16:07_Weekdays_7332,,,95087,26,,,,78655.45951616073
10_16:07_Weekdays_7332,,,95088,27,,,,79792.70298291354
10_16:07_Weekdays_7332,,,95089,28,,,,80958.7207162646
10_16:07_Weekdays_7332,17:15:00,17:15:00,95090,29,,,,81444.0848777209
10_16:07_Weekdays_7332,,,95631,30,,,,82422.65701043213
10_16:07_Weekdays_7332,,,95632,31,,,,83875.5270228154
10_16:07_Weekdays_7332,,,95688,32,,,,85785.73670583642
10_16:07_Weekdays_7332,,,95633,33,,,,86703.40676725045
10_16:07_Weekdays_7332,17:20:00,17:20:00,95634,34,,,,87625.77748990523
10_16:37_Weekdays_7333,16:37:00,16:37:00,95576,0,,,,0.0
10_16:37_Weekdays_7333,,,95503,1,,,,839.5412223911384
10_16:37_Weekdays_7333,,,95477,2,,,,1170.9546513327814
10_16:37_Weekdays_7333,,,95478,3,,,,1655.8915074677302
10_16:37_Weekdays_7333,,,95479,4,,,,2073.171764270056
10_16:37_Weekdays_7333,,,95480,5,,,,2463.289186108764
10_16:37_Weekdays_7333,,,95481,6,,,,2932.3450831319406
10_16:37_Weekdays_7333,,,95482,7,,,,3697.2533368735512
10_16:37_Weekdays_7333,,,416,8,,,,4502.2932100392445
10_16:37_Weekdays_7333,,,417,9,,,,4900.695512296717
10_16:37_Weekdays_7333,16:48:00,16:48:00,418,10,,,,5338.356543192056
10_16:37_Weekdays_7333,,,4763,11,,,,6500.165210446231
10_16:37_Weekdays_7333,,,95488,12,,,,7201.823449278757
10_16:37_Weekdays_7333,,,95489,13,,,,8587.327124933743
10_16:37_Weekdays_7333,,,95598,14,,,,10373.478371922427
10_16:37_Weekdays_7333,,,1783,15,,,,11001.961642033555
10_16:37_Weekdays_7333,,,95599,16,,,,11719.102723874312
10_16:37_Weekdays_7333,,,95600,17,,,,12414.168640610125
10_16:37_Weekdays_7333,,,95698,18,,,,13132.916687159643
10_16:37_Weekdays_7333,,,95699,19,,,,13962.89204965054
10_16:37_Weekdays_7333,,,95601,20,,,,15234.545265373034
10_16:37_Weekdays_7333,16:56:00,16:56:00,95602,21,,,,16079.332043847715
10_16:37_Weekdays_7333,17:32:00,17:32:00,95043,22,,,,63216.15700483949
10_16:37_Weekdays_7333,17:33:00,17:33:00,95506,23,,,,64987.52409925361
10_16:37_Weekdays_7333,,,95235,24,,,,75334.7361526423
10_16:37_Weekdays_7333,,,95236,25,,,,76554.74910660356
10_16:37_Weekdays_7333,,,95087,26,,,,78655.45951616073
10_16:37_Weekdays_7333,,,95088,27,,,,79792.70298291354
10_16:37_Weekdays_7333,,,95089,28,,,,80958.7207162646
10_16:37_Weekdays_7333,17:45:00,17:45:00,95090,29,,,,81444.0848777209
10_16:37_Weekdays_7333,,,95631,30,,,,82422.65701043213
10_16:37_Weekdays_7333,,,95632,31,,,,83875.5270228154
10_16:37_Weekdays_7333,,,95688,32,,,,85785.73670583642
10_16:37_Weekdays_7333,,,95633,33,,,,86703.40676725045
10_16:37_Weekdays_7333,17:50:00,17:50:00,95634,34,,,,87625.77748990523
10_17:07_Weekdays_7334,17:07:00,17:07:00,95576,0,,,,0.0
10_17:07_Weekdays_7334,,,95503,1,,,,839.5412223911384
10_17:07_Weekdays_7334,,,95477,2,,,,1170.9546513327814
10_17:07_Weekdays_7334,,,95478,3,,,,1655.8915074677302
10_17:07_Weekdays_7334,,,95479,4,,,,2073.171764270056
10_17:07_Weekdays_7334,,,95480,5,,,,2463.289186108764
10_17:07_Weekdays_7334,,,95481,6,,,,2932.3450831319406
10_17:07_Weekdays_7334,,,95482,7,,,,3697.2533368735512
10_17:07_Weekdays_7334,,,416,8,,,,4502.2932100392445
10_17:07_Weekdays_7334,,,417,9,,,,4900.695512296717
10_17:07_Weekdays_7334,17:18:00,17:18:00,418,10,,,,5338.356543192056
10_17:07_Weekdays_7334,,,4763,11,,,,6500.165210446231
10_17:07_Weekdays_7334,,,95488,12,,,,7201.823449278757
10_17:07_Weekdays_7334,,,95489,13,,,,8587.327124933743
10_17:07_Weekdays_7334,,,95598,14,,,,10373.478371922427
10_17:07_Weekdays_7334,,,1783,15,,,,11001.961642033555
10_17:07_Weekdays_7334,,,95599,16,,,,11719.102723874312
10_17:07_Weekdays_7334,,,95600,17,,,,12414.168640610125
10_17:07_Weekdays_7334,,,95698,18,,,,13132.916687159643
10_17:07_Weekdays_7334,,,95699,19,,,,13962.89204965054
10_17:07_Weekdays_7334,,,95601,20,,,,15234.545265373034
10_17:07_Weekdays_7334,17:26:00,17:26:00,95602,21,,,,16079.332043847715
10_17:07_Weekdays_7334,18:02:00,18:02:00,95043,22,,,,63216.15700483949
10_17:07_Weekdays_7334,18:03:00,18:03:00,95506,23,,,,64987.52409925361
10_17:07_Weekdays_7334,,,95235,24,,,,75334.7361526423
10_17:07_Weekdays_7334,,,95236,25,,,,76554.74910660356
10_17:07_Weekdays_7334,,,95087,26,,,,78655.45951616073
10_17:07_Weekdays_7334,,,95088,27,,,,79792.70298291354
10_17:07_Weekdays_7334,,,95089,28,,,,80958.7207162646
10_17:07_Weekdays_7334,18:15:00,18:15:00,95090,29,,,,81444.0848777209
10_17:07_Weekdays_7334,,,95631,30,,,,82422.65701043213
10_17:07_Weekdays_7334,,,95632,31,,,,83875.5270228154
10_17:07_Weekdays_7334,,,95688,32,,,,85785.73670583642
10_17:07_Weekdays_7334,,,95633,33,,,,86703.40676725045
10_17:07_Weekdays_7334,18:20:00,18:20:00,95634,34,,,,87625.77748990523
11_05:55_Weekdays_7337,05:55:00,05:55:00,95368,0,,,,9.49782632851207
11_05:55_Weekdays_7337,,,95432,1,,,,531.9328951729864
11_05:55_Weekdays_7337,,,95280,2,,,,3175.0556792560724
11_05:55_Weekdays_7337,,,95281,3,,,,3669.124102358679
11_05:55_Weekdays_7337,,,95369,4,,,,5043.105266111443
11_05:55_Weekdays_7337,,,95370,5,,,,5455.320403980427
11_05:55_Weekdays_7337,,,95371,6,,,,6414.5124087292015
11_05:55_Weekdays_7337,,,95372,7,,,,7568.290729004664
11_05:55_Weekdays_7337,06:01:00,06:01:00,95373,8,,,,8349.144811292415
11_05:55_Weekdays_7337,,,95452,9,,,,11658.290170592953
11_05:55_Weekdays_7337,,,95453,10,,,,14540.390702343095
11_05:55_Weekdays_7337,,,95123,11,,,,16174.963685581584
11_05:55_Weekdays_7337,,,95124,12,,,,16991.76982731273
11_05:55_Weekdays_7337,,,95125,13,,,,18092.56919038722
11_05:55_Weekdays_7337,06:07:00,06:07:00,95734,14,,,,20120.86169180319
11_05:55_Weekdays_7337,06:25:00,06:25:00,95576,15,,,,88213.09095960227
11_05:55_Weekdays_7337,,,95503,16,,,,89052.63102958551
11_05:55_Weekdays_7337,,,95477,17,,,,89384.04445852629
11_05:55_Weekdays_7337,,,95478,18,,,,89868.9813146601
11_05:55_Weekdays_7337,,,95479,19,,,,90286.26157146017
11_05:55_Weekdays_7337,,,95480,20,,,,90676.3789932983
11_05:55_Weekdays_7337,,,95481,21,,,,91145.43489032221
11_05:55_Weekdays_7337,,,95482,22,,,,91910.34314406442
11_05:55_Weekdays_7337,,,416,23,,,,92715.38301723334
11_05:55_Weekdays_7337,,,417,24,,,,93113.78531949081
11_05:55_Weekdays_7337,06:36:00,06:36:00,418,25,,,,93551.44635038613
11_05:55_Weekdays_7337,,,4763,26,,,,94713.25501763941
11_05:55_Weekdays_7337,,,95488,27,,,,95414.91325647688
11_05:55_Weekdays_7337,,,95489,28,,,,96800.41694122578
11_05:55_Weekdays_7337,,,95598,29,,,,98586.56817911084
11_05:55_Weekdays_7337,,,1783,30,,,,99215.05144922496
11_05:55_Weekdays_7337,,,95599,31,,,,99932.19253106274
11_05:55_Weekdays_7337,,,95600,32,,,,100627.25844779769
11_05:55_Weekdays_7337,,,95698,33,,,,101346.00649434883
11_05:55_Weekdays_7337,,,95699,34,,,,102175.98185683889
11_05:55_Weekdays_7337,,,95601,35,,,,103447.63507256056
11_05:55_Weekdays_7337,06:44:00,06:44:00,95602,36,,,,104292.57341210215
11_06:25_Weekdays_7338,06:25:00,06:25:00,95368,0,,,,9.49782632851207
11_06:25_Weekdays_7338,,,95432,1,,,,531.9328951729864
11_06:25_Weekdays_7338,,,95280,2,,,,3175.0556792560724
11_06:25_Weekdays_7338,,,95281,3,,,,3669.124102358679
11_06:25_Weekdays_7338,,,95369,4,,,,5043.105266111443
11_06:25_Weekdays_7338,,,95370,5,,,,5455.320403980427
11_06:25_Weekdays_7338,,,95371,6,,,,6414.5124087292015
11_06:25_Weekdays_7338,,,95372,7,,,,7568.290729004664
11_06:25_Weekdays_7338,06:31:00,06:31:00,95373,8,,,,8349.144811292415
11_06:25_Weekdays_7338,,,95452,9,,,,11658.290170592953
11_06:25_Weekdays_7338,,,95453,10,,,,14540.390702343095
11_06:25_Weekdays_7338,,,95123,11,,,,16174.963685581584
11_06:25_Weekdays_7338,,,95124,12,,,,16991.76982731273
11_06:25_Weekdays_7338,,,95125,13,,,,18092.56919038722
11_06:25_Weekdays_7338,06:37:00,06:37:00,95734,14,,,,20120.86169180319
11_06:25_Weekdays_7338,07:06:00,07:06:00,95576,15,,,,88213.09095960227
11_06:25_Weekdays_7338,,,95503,16,,,,89052.63102958551
11_06:25_Weekdays_7338,,,95477,17,,,,89384.04445852629
11_06:25_Weekdays_7338,,,95478,18,,,,89868.9813146601
11_06:25_Weekdays_7338,,,95479,19,,,,90286.26157146017
11_06:25_Weekdays_7338,,,95480,20,,,,90676.3789932983
11_06:25_Weekdays_7338,,,95481,21,,,,91145.43489032221
11_06:25_Weekdays_7338,,,95482,22,,,,91910.34314406442
11_06:25_Weekdays_7338,,,416,23,,,,92715.38301723334
11_06:25_Weekdays_7338,,,417,24,,,,93113.78531949081
11_06:25_Weekdays_7338,07:17:00,07:17:00,418,25,,,,93551.44635038613
11_06:25_Weekdays_7338,,,4763,26,,,,94713.25501763941
11_06:25_Weekdays_7338,,,95488,27,,,,95414.91325647688
11_06:25_Weekdays_7338,,,95489,28,,,,96800.41694122578
11_06:25_Weekdays_7338,,,95598,29,,,,98586.56817911084
11_06:25_Weekdays_7338,,,1783,30,,,,99215.05144922496
11_06:25_Weekdays_7338,,,95599,31,,,,99932.19253106274
11_06:25_Weekdays_7338,,,95600,32,,,,100627.25844779769
11_06:25_Weekdays_7338,,,95698,33,,,,101346.00649434883
11_06:25_Weekdays_7338,,,95699,34,,,,102175.98185683889
11_06:25_Weekdays_7338,,,95601,35,,,,103447.63507256056
11_06:25_Weekdays_7338,07:25:00,07:25:00,95602,36,,,,104292.57341210215
11_06:55_Weekdays_7339,06:55:00,06:55:00,95368,0,,,,9.49782632851207
11_06:55_Weekdays_7339,,,95432,1,,,,531.9328951729864
11_06:55_Weekdays_7339,,,95280,2,,,,3175.0556792560724
11_06:55_Weekdays_7339,,,95281,3,,,,3669.124102358679
11_06:55_Weekdays_7339,,,95369,4,,,,5043.105266111443
11_06:55_Weekdays_7339,,,95370,5,,,,5455.320403980427
11_06:55_Weekdays_7339,,,95371,6,,,,6414.5124087292015
11_06:55_Weekdays_7339,,,95372,7,,,,7568.290729004664
11_06:55_Weekdays_7339,07:01:00,07:01:00,95373,8,,,,8349.144811292415
11_06:55_Weekdays_7339,,,95452,9,,,,11658.290170592953
11_06:55_Weekdays_7339,,,95453,10,,,,14540.390702343095
11_06:55_Weekdays_7339,,,95123,11,,,,16174.963685581584
11_06:55_Weekdays_7339,,,95124,12,,,,16991.76982731273
11_06:55_Weekdays_7339,,,95125,13,,,,18092.56919038722
11_06:55_Weekdays_7339,07:07:00,07:07:00,95734,14,,,,20120.86169180319
11_06:55_Weekdays_7339,07:36:00,07:36:00,95576,15,,,,88213.09095960227
11_06:55_Weekdays_7339,,,95503,16,,,,89052.63102958551
11_06:55_Weekdays_7339,,,95477,17,,,,89384.04445852629
11_06:55_Weekdays_7339,,,95478,18,,,,89868.9813146601
11_06:55_Weekdays_7339,,,95479,19,,,,90286.26157146017
11_06:55_Weekdays_7339,,,95480,20,,,,90676.3789932983
11_06:55_Weekdays_7339,,,95481,21,,,,91145.43489032221
11_06:55_Weekdays_7339,,,95482,22,,,,91910.34314406442
11_06:55_Weekdays_7339,,,416,23,,,,92715.38301723334
11_06:55_Weekdays_7339,,,417,24,,,,93113.78531949081
11_06:55_Weekdays_7339,07:47:00,07:47:00,418,25,,,,93551.44635038613
11_06:55_Weekdays_7339,,,4763,26,,,,94713.25501763941
11_06:55_Weekdays_7339,,,95488,27,,,,95414.91325647688
11_06:55_Weekdays_7339,,,95489,28,,,,96800.41694122578
11_06:55_Weekdays_7339,,,95598,29,,,,98586.56817911084
11_06:55_Weekdays_7339,,,1783,30,,,,99215.05144922496
11_06:55_Weekdays_7339,,,95599,31,,,,99932.19253106274
11_06:55_Weekdays_7339,,,95600,32,,,,100627.25844779769
11_06:55_Weekdays_7339,,,95698,33,,,,101346.00649434883
11_06:55_Weekdays_7339,,,95699,34,,,,102175.98185683889
11_06:55_Weekdays_7339,,,95601,35,,,,103447.63507256056
11_06:55_Weekdays_7339,07:55:00,07:55:00,95602,36,,,,104292.57341210215
11_05:35_Weekdays_5312,05:35:00,05:35:00,95368,0,,,,9.49782632851207
11_05:35_Weekdays_5312,,,95432,1,,,,531.9328951729864
11_05:35_Weekdays_5312,,,95280,2,,,,3175.0556792560724
11_05:35_Weekdays_5312,,,95281,3,,,,3669.124102358679
11_05:35_Weekdays_5312,,,95369,4,,,,5043.105266111443
