stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id
95602,95602,29th St at R St. (SB),,38.56439591938565,-121.47197022650215,zoneforstop_ETRANS_330
1136,1136,I St at 12th St,,38.58093469835368,-121.4908957205511,zoneforstop_ETRANS_337
121,121,9th St at N St,,38.575915378436505,-121.49698046778366,zoneforstop_ETRANS_339
95134,95134,Vaux Ave at Laguna Main St (SB),,38.426339999910006,-121.46959000000001,zoneforstop_ETRANS_2295
95132,95132,Laguna Blvd at Harbour Point Dr (NB),,38.42776146003319,-121.47974938972627,zoneforstop_ETRANS_2300
95588,95588,Bradshaw Rd at Vintage Park Dr,,38.46455156574602,-121.33457507374932,zoneforstop_ETRANS_2301
95133,95133,Laguna Blvd at Laguna Main St (EB),,38.42778354061377,-121.47056757736148,zoneforstop_ETRANS_2303
95136,95136,Laguna Blvd at Babson Dr (EB),,38.424174685962484,-121.4593245424694,zoneforstop_ETRANS_2304
95137,95137,Laguna Blvd at Neosho Dr (EB),,38.42308334889262,-121.45222949386334,zoneforstop_ETRANS_2305
95349,95349,Franklin Blvd at Laguna Blvd (EB),,38.422383783313734,-121.44831746520822,zoneforstop_ETRANS_2306
95350,95350,Franklin Blvd at Millstone Dr (SB),,38.41950501068164,-121.44871007724741,zoneforstop_ETRANS_2307
95351,95351,Franklin Blvd at Elliot Ranch Rd (SB),,38.415333029368,-121.44929591074778,zoneforstop_ETRANS_2308
95352,95352,Franklin Blvd at Castleview Dr (SB),,38.413565037340966,-121.44954931689233,zoneforstop_ETRANS_2309
95353,95353,Franklin Blvd at Castleview Dr (SB),,38.4108510915,-121.44982375788074,zoneforstop_ETRANS_2310
95354,95354,Elk Grove Blvd at Franklin Blvd (EB),,38.40851939795369,-121.44906785374626,zoneforstop_ETRANS_2311
95355,95355,Elk Grove Blvd at Orchard Valley Dr (EB),,38.40854455333077,-121.44383853434346,zoneforstop_ETRANS_2312
95568,95568,Elk Grove Blvd at Fire Poppy Dr (EB),,38.40856522200042,-121.44002444588186,zoneforstop_ETRANS_2313
95569,95569,Elk Grove Blvd at Cresleigh Pkwy (EB),,38.408649999910004,-121.43191963434168,zoneforstop_ETRANS_2314
95249,95249,Cresleigh Pkwy at Harvest Park Dr (EB),,38.40738588331902,-121.4304398269235,zoneforstop_ETRANS_2315
95250,95250,Cresleigh Pkwy at Orchard View Dr (SB),,38.406474114562094,-121.4296988224343,zoneforstop_ETRANS_2316
95251,95251,Cresleigh Pkwy at Orchard View Dr (SB),,38.403771098290626,-121.42949611724504,zoneforstop_ETRANS_2317
95252,95252,Cresleigh Pkwy at Harvest Park Dr (SB),,38.40225927988892,-121.43055764588075,zoneforstop_ETRANS_2318
95253,95253,Allessandra Dr at Bellaterra Dr (SB),,38.399248924105684,-121.43057425420281,zoneforstop_ETRANS_2319
95640,95640,Bruceville Rd at Del Webb Blvd (NB),,38.398255930071905,-121.41746722872408,zoneforstop_ETRANS_2320
95641,95641,Bruceville Rd at Barcella Dr (NB),,38.402963847107955,-121.41740369798052,zoneforstop_ETRANS_2321
95138,95138,Laguna Blvd at Franklin Blvd (NB),,38.423019999910004,-121.44704930484312,zoneforstop_ETRANS_2322
95139,95139,Laguna Blvd at Laguna Oaks Dr (EB),,38.42316057170454,-121.44420763763848,zoneforstop_ETRANS_2323
95140,95140,Laguna Blvd at Laguna Park Dr (EB),,38.42318191369535,-121.43715474943434,zoneforstop_ETRANS_2324
95104,95104, Vaux Ave at Laguna Main St (EB),,38.42652000009,-121.46990000000001,zoneforstop_ETRANS_2326
95141,95141,Laguna Blvd at Old Creek Dr (EB),,38.42320425739811,-121.43016472942611,zoneforstop_ETRANS_2327
95142,95142,Laguna Blvd at Laguna Park Dr (EB),,38.42323999991,-121.4241532981402,zoneforstop_ETRANS_2328
95145,95145,Laguna Blvd at Bruceville Rd (EB),,38.423289999910004,-121.41710311174637,zoneforstop_ETRANS_2329
95619,95619,Bruceville Rd at Ackley Dr (SB),,38.40230097138398,-121.41785004338006,zoneforstop_ETRANS_2330
95146,95146,Laguna Blvd at Trenholm Dr (EB),,38.42306336215581,-121.41297133372821,zoneforstop_ETRANS_2331
95285,95285,Allessandria Dr at Bellaterra Dr (NB),,38.399308622150734,-121.4303551323222,zoneforstop_ETRANS_2332
95631,95631,Laguna Blvd. at Big Horn Blvd. (NB),,38.419808309431275,-121.40651016392393,zoneforstop_ETRANS_2333
95718,95718,Longleaf Dr at Big Horn Blvd (NB),,38.41692110488694,-121.40302903570291,zoneforstop_ETRANS_2336
95693,95693,Longleaf Dr at Laguna Springs Dr,,38.41836870468434,-121.40054255826138,zoneforstop_ETRANS_2337
95286,95286,Cresleigh Pkwy at Harvest Park Dr (NB),,38.40217546782894,-121.43034891380313,zoneforstop_ETRANS_2338
95409,95409,Bond Rd at East Stockton Blvd (SB),,38.42333438609379,-121.38953258534846,zoneforstop_ETRANS_2339
95287,95287,Cresleigh Pkwy at Radmere Dr (NB),,38.40369972002627,-121.42928517094053,zoneforstop_ETRANS_2340
95410,95410,Bond Rd at Elk Crest Dr (EB),,38.42332340609006,-121.38752827781362,zoneforstop_ETRANS_2341
95411,95411,Bond Rd at Emerald Crest Dr (EB),,38.423359999910005,-121.38398855925197,zoneforstop_ETRANS_2342
95412,95412,Bond Rd at Egret Dr (EB),,38.42330999991,-121.38195008039338,zoneforstop_ETRANS_2343
95413,95413,Bond Rd at Terra Linda Dr (EB),,38.42331671368314,-121.37980824100809,zoneforstop_ETRANS_2345
95414,95414,Bond Rd at Terra Linda Dr (EB),,38.42333717700444,-121.37751248154744,zoneforstop_ETRANS_2346
95415,95415,Bond Rd. at Elk Grove-Florin Rd. (EB),,38.423370808990796,-121.3743241956812,zoneforstop_ETRANS_2347
95331,95331,Elk Grove-Florin Rd at Bond Rd (EB),,38.42416208316481,-121.37144068213645,zoneforstop_ETRANS_2348
95332,95332,Elk Grove-Florin Rd at Camden Dr (NB),,38.4263923946592,-121.3714555009186,zoneforstop_ETRANS_2349
95288,95288,Cresleigh Pwky at Blue Poppy Dr (NB),,38.40654113279979,-121.42948576703432,zoneforstop_ETRANS_2350
95057,95057,Elk Grove-Florin Rd at Sheldon Rd,,38.43868913146694,-121.37141962723814,zoneforstop_ETRANS_2351
95058,95058,Elk Grove-Florin Rd at Four Seasons Dr,,38.44158352155284,-121.3714450929351,zoneforstop_ETRANS_2352
95289,95289,Cresleigh Pkwy at Harvest Park Dr (NB),,38.40749943600902,-121.43025453483679,zoneforstop_ETRANS_2353
95562,95562,Elk Grove Blvd. at Foulks Ranch Dr. (WB),,38.40895982739167,-121.43142445848997,zoneforstop_ETRANS_2354
95563,95563,Elk Grove Blvd at Fire Poppy Dr (WB),,38.40888000009,-121.44027203321451,zoneforstop_ETRANS_2355
95374,95374,Franklin Blvd at Elk Grove Blvd (WB),,38.40941178208952,-121.44960517295935,zoneforstop_ETRANS_2356
95375,95375,Franklin Blvd at Saint Augustine Dr (NB),,38.414336355501696,-121.4490368610465,zoneforstop_ETRANS_2357
95059,95059,Elk Grove-Florin Rd at Heritage Hill Dr,,38.44591003053779,-121.37146508604692,zoneforstop_ETRANS_2358
95376,95376,Franklin Dr at Laguna Woods Dr (NB),,38.42035549510649,-121.44818710227007,zoneforstop_ETRANS_2359
95060,95060,Elk Grove-Florin Rd at Brown Rd,,38.450237949749415,-121.3715005291435,zoneforstop_ETRANS_2360
95377,95377,Franklin Dr at Laguna Blvd (NB),,38.42235551754692,-121.44790656207796,zoneforstop_ETRANS_2361
95061,95061,Calvine Rd at Elk Grove-Florin Rd (EB),,38.45244340214671,-121.37078456946976,zoneforstop_ETRANS_2362
95062,95062,Calvine Rd at Merry Hill Way (EB),,38.45248538847606,-121.36507274004056,zoneforstop_ETRANS_2363
95063,95063,Calvine Rd at Heritage Hill Dr (EB),,38.452504562316335,-121.35952607914797,zoneforstop_ETRANS_2364
95100,95100,Laguna Blvd at Franklin Blvd (WB),,38.42336000009,-121.44869416952326,zoneforstop_ETRANS_2365
95064,95064,Calvine Rd at Waterman Rd (EB),,38.45253999991001,-121.35448426008139,zoneforstop_ETRANS_2366
95065,95065,Calvine Rd at Jordan Ranch Dr (EB),,38.45254195790804,-121.34782848426616,zoneforstop_ETRANS_2367
95101,95101,Laguna Blvd at Santorini Dr (WB),,38.42354621439417,-121.45359190151014,zoneforstop_ETRANS_2368
