trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,stop_headsign
1640.1-10-0-236-0906-0929-2692-0-0-0-0_PA_5LB,09:06:00,09:06:00,10038,0,0,0,
1640.1-10-0-236-0906-0929-2692-0-0-0-0_PA_5LB,09:07:00,09:07:00,10048,8,0,0,
1640.1-10-0-236-0906-0929-2692-0-0-0-0_PA_5LB,09:09:00,09:09:00,10057,28,0,0,
1640.1-10-0-236-0906-0929-2692-0-0-0-0_PA_5LB,09:10:00,09:10:00,10076,34,0,0,
1640.1-10-0-236-0906-0929-2692-0-0-0-0_PA_5LB,09:11:00,09:11:00,10090,39,0,0,
1640.1-10-0-236-0906-0929-2692-0-0-0-0_PA_5LB,09:11:00,09:11:00,10099,43,0,0,
1640.1-10-0-236-0906-0929-2692-0-0-0-0_PA_5LB,09:11:00,09:11:00,10108,47,0,0,
1640.1-10-0-236-0906-0929-2692-0-0-0-0_PA_5LB,09:12:00,09:12:00,10116,53,0,0,
1640.1-10-0-236-0906-0929-2692-0-0-0-0_PA_5LB,09:13:00,09:13:00,10123,61,0,0,
1640.1-10-0-236-0906-0929-2692-0-0-0-0_PA_5LB,09:14:00,09:14:00,10126,66,0,0,
1640.1-10-0-236-0906-0929-2692-0-0-0-0_PA_5LB,09:14:00,09:14:00,10128,70,0,0,
1640.1-10-0-236-0906-0929-2692-0-0-0-0_PA_5LB,09:15:00,09:15:00,10130,75,0,0,
1640.1-10-0-236-0906-0929-2692-0-0-0-0_PA_5LB,09:15:00,09:15:00,10133,80,0,0,
1640.1-10-0-236-0906-0929-2692-0-0-0-0_PA_5LB,09:16:00,09:16:00,10136,84,0,0,
1640.1-10-0-236-0906-0929-2692-0-0-0-0_PA_5LB,09:17:00,09:17:00,10149,89,0,0,
1640.1-10-0-236-0906-0929-2692-0-0-0-0_PA_5LB,09:17:00,09:17:00,10148,94,0,0,
1640.1-10-0-236-0906-0929-2692-0-0-0-0_PA_5LB,09:18:00,09:18:00,10147,101,0,0,
1640.1-10-0-236-0906-0929-2692-0-0-0-0_PA_5LB,09:19:00,09:19:00,10151,108,0,0,
1640.1-10-0-236-0906-0929-2692-0-0-0-0_PA_5LB,09:19:00,09:19:00,10162,112,0,0,
1640.1-10-0-236-0906-0929-2692-0-0-0-0_PA_5LB,09:19:00,09:19:00,10165,121,0,0,
1640.1-10-0-236-0906-0929-2692-0-0-0-0_PA_5LB,09:20:00,09:20:00,10168,131,0,0,
1640.1-10-0-236-0906-0929-2692-0-0-0-0_PA_5LB,09:21:00,09:21:00,10174,142,0,0,
1640.1-10-0-236-0906-0929-2692-0-0-0-0_PA_5LB,09:22:00,09:22:00,10183,159,0,0,
1640.1-10-0-236-0906-0929-2692-0-0-0-0_PA_5LB,09:22:00,09:22:00,10195,166,0,0,
