trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled
483b71b6-d3f3-4fcf-85bc-b0f37a57c6a5,13:40:00,13:40:00,a01d771a-be3e-467d-9b68-764fc642ab31,0,0,0,0
483b71b6-d3f3-4fcf-85bc-b0f37a57c6a5,,,c899fd90-a51e-46d6-bc8c-c64bb36d2094,4,0,0,624.95
483b71b6-d3f3-4fcf-85bc-b0f37a57c6a5,,,2a087c59-04e8-4964-a8d5-aa742ed54b6a,5,0,0,839.36
483b71b6-d3f3-4fcf-85bc-b0f37a57c6a5,,,238c62f7-a8a8-42ea-a87d-8c3d316e85b4,10,0,0,1389.35
483b71b6-d3f3-4fcf-85bc-b0f37a57c6a5,,,160a9316-0c21-44cb-9214-dd3cff31888f,11,0,0,1831.27
483b71b6-d3f3-4fcf-85bc-b0f37a57c6a5,13:48:00,13:48:00,532c0eb6-4168-47d8-b792-021d736532d4,14,0,0,2182.68
483b71b6-d3f3-4fcf-85bc-b0f37a57c6a5,,,2023d66b-ce8f-4959-8a2e-6c59a1e088b6,15,0,0,2578.79
483b71b6-d3f3-4fcf-85bc-b0f37a57c6a5,,,af779e4c-7f9e-4b45-b767-30d9a8bdbbac,16,0,0,2862.68
483b71b6-d3f3-4fcf-85bc-b0f37a57c6a5,,,a0025d94-884c-4579-bef3-c02514664890,20,0,0,3234.13
483b71b6-d3f3-4fcf-85bc-b0f37a57c6a5,,,ba1be8df-79b9-4be8-9fb6-cd2d5a6d0371,24,0,0,3884.71
483b71b6-d3f3-4fcf-85bc-b0f37a57c6a5,13:54:00,13:54:00,82e9485b-81d3-48ea-9f0c-e27c556307b8,25,0,0,4293.08
483b71b6-d3f3-4fcf-85bc-b0f37a57c6a5,,,82c47aba-7c0d-472e-84cc-5ee17a311308,31,0,0,4860.66
483b71b6-d3f3-4fcf-85bc-b0f37a57c6a5,13:58:00,13:58:00,c5b594db-ab62-47d9-9a44-1b791de9f83c,36,0,0,5543.67
483b71b6-d3f3-4fcf-85bc-b0f37a57c6a5,,,d7c7aeaf-079c-4946-87de-019c518b82f2,38,0,0,5965.81
483b71b6-d3f3-4fcf-85bc-b0f37a57c6a5,,,87f9077d-05dc-4512-86a5-99701f2604bb,41,0,0,6412.54
483b71b6-d3f3-4fcf-85bc-b0f37a57c6a5,14:04:00,14:04:00,a01d771a-be3e-467d-9b68-764fc642ab31,45,0,0,6857.5
3ac04efb-4426-4091-b538-19716c426bda,21:10:00,21:10:00,c02cbeab-f8b6-4e38-88f0-8390364e3090,0,0,0,0
3ac04efb-4426-4091-b538-19716c426bda,,,e1d4c76c-85e3-4df4-9cf1-7b6409ba41a4,2,0,0,425.35
3ac04efb-4426-4091-b538-19716c426bda,,,ca20df5a-2635-4816-b53c-3900a83128a3,4,0,0,719.04
3ac04efb-4426-4091-b538-19716c426bda,,,f664bef8-2a1c-4cec-a840-c3ab3bcdaaae,5,0,0,1081.47
3ac04efb-4426-4091-b538-19716c426bda,,,935d9adb-787a-4f58-89d6-15385b9549c3,6,0,0,1431.57
3ac04efb-4426-4091-b538-19716c426bda,21:17:00,21:17:00,c79c0c2a-5652-4eb8-8beb-802adf449934,7,0,0,1823.94
3ac04efb-4426-4091-b538-19716c426bda,,,86a62c85-f247-47db-8cd8-1d72784500a4,8,0,0,2097.19
3ac04efb-4426-4091-b538-19716c426bda,,,5891882a-7772-4b54-9ad1-767525203b20,9,0,0,2371.1
3ac04efb-4426-4091-b538-19716c426bda,,,d9b7d7a3-d14e-4cb0-90d5-8d2e331b0db2,13,0,0,2985.75
3ac04efb-4426-4091-b538-19716c426bda,,,d7d6d407-3174-45ad-a566-015a0da358e4,14,0,0,3192.7
3ac04efb-4426-4091-b538-19716c426bda,,,78942bc4-ed95-49ea-903e-6cfb28bb65ac,15,0,0,3607.61
3ac04efb-4426-4091-b538-19716c426bda,21:22:00,21:22:00,ab2a2dbd-9710-4dd6-9419-531176de9bac,16,0,0,3856.9
3ac04efb-4426-4091-b538-19716c426bda,,,40e08285-8d06-482b-821a-ddbc59755e53,17,0,0,4282.95
3ac04efb-4426-4091-b538-19716c426bda,,,5735bf41-881a-4c07-8d53-891889ddaea1,19,0,0,4891.32
3ac04efb-4426-4091-b538-19716c426bda,,,6ba22004-ab87-4192-bc71-009ba61f1de7,20,0,0,5126.82
3ac04efb-4426-4091-b538-19716c426bda,,,038cb79a-ed37-4305-86b8-decbd7feaaca,21,0,0,5356.5
3ac04efb-4426-4091-b538-19716c426bda,,,04bd78b5-17e7-4686-ac8b-bc9d4448a4b2,22,0,0,5603.71
3ac04efb-4426-4091-b538-19716c426bda,,,e1135c58-c4dd-4ceb-a772-3faadef89840,23,0,0,5956.81
3ac04efb-4426-4091-b538-19716c426bda,,,3a815872-bd3c-40b5-b84c-3d4331949553,24,0,0,6267.31
3ac04efb-4426-4091-b538-19716c426bda,21:27:00,21:27:00,817f1716-02f2-44f4-8671-53dbce96d876,25,0,0,6565.37
3ac04efb-4426-4091-b538-19716c426bda,,,3069a79d-f710-4c16-b1d7-3d057e9cd67f,28,0,0,6910.74
3ac04efb-4426-4091-b538-19716c426bda,,,1562166b-8b0a-4b73-a0a0-907dc9822527,31,0,0,7238.52
3ac04efb-4426-4091-b538-19716c426bda,,,564004d6-2a20-4344-8545-24392929d962,33,0,0,7510.49
3ac04efb-4426-4091-b538-19716c426bda,,,3090e2fe-3c7d-4c99-8003-0ccd46ef9984,36,0,0,7799.3
3ac04efb-4426-4091-b538-19716c426bda,,,06784add-bbe1-46c1-8968-26163afef163,42,0,0,8276.93
3ac04efb-4426-4091-b538-19716c426bda,,,17008c18-af19-460a-8fbb-3d89959fe531,50,0,0,8854.47
3ac04efb-4426-4091-b538-19716c426bda,21:34:00,21:34:00,18dbb456-aa0a-4f6d-a399-f4a70e179952,52,0,0,9024.06
b7d822c9-f4b2-4292-85b4-5f0c1fc463fe,07:44:00,07:44:00,a01d771a-be3e-467d-9b68-764fc642ab31,0,0,0,0
b7d822c9-f4b2-4292-85b4-5f0c1fc463fe,,,c899fd90-a51e-46d6-bc8c-c64bb36d2094,4,0,0,628.72
b7d822c9-f4b2-4292-85b4-5f0c1fc463fe,,,2a087c59-04e8-4964-a8d5-aa742ed54b6a,5,0,0,843.13
b7d822c9-f4b2-4292-85b4-5f0c1fc463fe,,,09f20a2b-2962-4fdb-a6f1-be2b7672da9a,6,0,0,983.34
b7d822c9-f4b2-4292-85b4-5f0c1fc463fe,,,c823a226-400a-468b-b57e-ba4b36f2dfb8,9,0,0,1229.13
b7d822c9-f4b2-4292-85b4-5f0c1fc463fe,07:50:00,07:50:00,a94528f9-afcd-4bd9-98f9-b4c50d1e4276,12,0,0,1681.92
b7d822c9-f4b2-4292-85b4-5f0c1fc463fe,,,a6a41d5a-1529-4580-adbb-fa3a7adab46f,15,0,0,1962.03
b7d822c9-f4b2-4292-85b4-5f0c1fc463fe,,,73f550d7-6cd5-4ab8-b32b-c37e90e2bfd7,16,0,0,2398.58
b7d822c9-f4b2-4292-85b4-5f0c1fc463fe,,,be626fa8-d2ac-4873-be0f-95ba4fddd6d0,18,0,0,2667.16
b7d822c9-f4b2-4292-85b4-5f0c1fc463fe,07:55:00,07:55:00,a01d771a-be3e-467d-9b68-764fc642ab31,22,0,0,3316.34
c63ca99c-8420-47b2-bf06-354b0260767c,06:50:00,06:50:00,c02cbeab-f8b6-4e38-88f0-8390364e3090,0,0,0,0
c63ca99c-8420-47b2-bf06-354b0260767c,,,e1d4c76c-85e3-4df4-9cf1-7b6409ba41a4,2,0,0,425.35
c63ca99c-8420-47b2-bf06-354b0260767c,,,ca20df5a-2635-4816-b53c-3900a83128a3,4,0,0,719.04
c63ca99c-8420-47b2-bf06-354b0260767c,,,f664bef8-2a1c-4cec-a840-c3ab3bcdaaae,5,0,0,1081.47
c63ca99c-8420-47b2-bf06-354b0260767c,,,935d9adb-787a-4f58-89d6-15385b9549c3,6,0,0,1431.57
c63ca99c-8420-47b2-bf06-354b0260767c,06:57:00,06:57:00,c79c0c2a-5652-4eb8-8beb-802adf449934,7,0,0,1823.94
c63ca99c-8420-47b2-bf06-354b0260767c,,,86a62c85-f247-47db-8cd8-1d72784500a4,8,0,0,2097.19
c63ca99c-8420-47b2-bf06-354b0260767c,,,5891882a-7772-4b54-9ad1-767525203b20,9,0,0,2371.1
c63ca99c-8420-47b2-bf06-354b0260767c,,,d9b7d7a3-d14e-4cb0-90d5-8d2e331b0db2,13,0,0,2985.75
c63ca99c-8420-47b2-bf06-354b0260767c,,,d7d6d407-3174-45ad-a566-015a0da358e4,14,0,0,3192.7
c63ca99c-8420-47b2-bf06-354b0260767c,,,78942bc4-ed95-49ea-903e-6cfb28bb65ac,15,0,0,3607.61
c63ca99c-8420-47b2-bf06-354b0260767c,07:02:00,07:02:00,ab2a2dbd-9710-4dd6-9419-531176de9bac,16,0,0,3856.9
c63ca99c-8420-47b2-bf06-354b0260767c,,,40e08285-8d06-482b-821a-ddbc59755e53,17,0,0,4282.95
c63ca99c-8420-47b2-bf06-354b0260767c,,,5735bf41-881a-4c07-8d53-891889ddaea1,19,0,0,4891.32
c63ca99c-8420-47b2-bf06-354b0260767c,,,6ba22004-ab87-4192-bc71-009ba61f1de7,20,0,0,5126.82
c63ca99c-8420-47b2-bf06-354b0260767c,,,038cb79a-ed37-4305-86b8-decbd7feaaca,21,0,0,5356.5
c63ca99c-8420-47b2-bf06-354b0260767c,,,04bd78b5-17e7-4686-ac8b-bc9d4448a4b2,22,0,0,5603.71
c63ca99c-8420-47b2-bf06-354b0260767c,,,e1135c58-c4dd-4ceb-a772-3faadef89840,23,0,0,5956.81
c63ca99c-8420-47b2-bf06-354b0260767c,,,3a815872-bd3c-40b5-b84c-3d4331949553,24,0,0,6267.31
c63ca99c-8420-47b2-bf06-354b0260767c,07:07:00,07:07:00,817f1716-02f2-44f4-8671-53dbce96d876,25,0,0,6565.37
c63ca99c-8420-47b2-bf06-354b0260767c,,,3069a79d-f710-4c16-b1d7-3d057e9cd67f,28,0,0,6910.74
c63ca99c-8420-47b2-bf06-354b0260767c,,,1562166b-8b0a-4b73-a0a0-907dc9822527,31,0,0,7238.52
c63ca99c-8420-47b2-bf06-354b0260767c,,,564004d6-2a20-4344-8545-24392929d962,33,0,0,7510.49
c63ca99c-8420-47b2-bf06-354b0260767c,,,3090e2fe-3c7d-4c99-8003-0ccd46ef9984,36,0,0,7799.3
c63ca99c-8420-47b2-bf06-354b0260767c,,,06784add-bbe1-46c1-8968-26163afef163,42,0,0,8276.93
c63ca99c-8420-47b2-bf06-354b0260767c,,,17008c18-af19-460a-8fbb-3d89959fe531,50,0,0,8854.47
c63ca99c-8420-47b2-bf06-354b0260767c,07:14:00,07:14:00,18dbb456-aa0a-4f6d-a399-f4a70e179952,52,0,0,9024.06
11de05c7-63bb-4f3f-a77d-38ca18bc4493,12:15:00,12:15:00,18dbb456-aa0a-4f6d-a399-f4a70e179952,0,0,0,0
11de05c7-63bb-4f3f-a77d-38ca18bc4493,,,9056c944-fb01-4ed3-acb0-994db322217d,3,0,0,269.3
11de05c7-63bb-4f3f-a77d-38ca18bc4493,,,1422d134-fe6e-486c-b5b4-7ec891cab359,6,0,0,786.17
11de05c7-63bb-4f3f-a77d-38ca18bc4493,,,32d73b49-de96-4125-b09c-c585eb52ce57,7,0,0,1092.3
11de05c7-63bb-4f3f-a77d-38ca18bc4493,,,84e800f4-c532-409c-ab73-3e6cead099a4,8,0,0,1422.71
11de05c7-63bb-4f3f-a77d-38ca18bc4493,,,a1a757da-1ba6-4cfa-8301-d7f2110adea9,9,0,0,1491.12
11de05c7-63bb-4f3f-a77d-38ca18bc4493,,,daf0c0e6-4c7f-43a5-98ed-b247ae703468,10,0,0,1839.42
11de05c7-63bb-4f3f-a77d-38ca18bc4493,,,54ffc7f9-833d-4fac-bcc0-32b506622ece,12,0,0,2160.49
11de05c7-63bb-4f3f-a77d-38ca18bc4493,,,8da25de8-cc0b-40fa-bbf5-481d460c25e3,16,0,0,2589.54
11de05c7-63bb-4f3f-a77d-38ca18bc4493,12:21:00,12:21:00,959d5272-6374-48b2-a57f-e2cc1eacb8fe,20,0,0,3027.17
11de05c7-63bb-4f3f-a77d-38ca18bc4493,,,5672f389-9221-4214-be1d-b6774aa23d6c,29,0,0,3976.36
11de05c7-63bb-4f3f-a77d-38ca18bc4493,,,367034d6-ed8f-48e0-8b27-3d6bdef19b59,33,0,0,4492.39
11de05c7-63bb-4f3f-a77d-38ca18bc4493,12:26:00,12:26:00,a8f13c88-6238-41e9-8489-971ffa234544,36,0,0,4858.3
11de05c7-63bb-4f3f-a77d-38ca18bc4493,,,386a38ee-7a49-47b0-810c-8fc390afc8a7,38,0,0,5082.64
11de05c7-63bb-4f3f-a77d-38ca18bc4493,,,f2139681-8463-4648-9a62-827763fa9f66,42,0,0,5720.39
11de05c7-63bb-4f3f-a77d-38ca18bc4493,12:29:00,12:29:00,60c84b12-158b-4fe9-ad70-6935731b88f8,43,0,0,6302.89
11de05c7-63bb-4f3f-a77d-38ca18bc4493,,,4027ca36-e4a9-4beb-bd13-8dda07678dda,44,0,0,6507.98
11de05c7-63bb-4f3f-a77d-38ca18bc4493,,,b6b4e5f5-1f40-40eb-873c-0f5213d8326d,46,0,0,6917.94
11de05c7-63bb-4f3f-a77d-38ca18bc4493,,,00537e4c-29c2-4638-8f25-64f92406df6d,47,0,0,7170.82
11de05c7-63bb-4f3f-a77d-38ca18bc4493,,,7d234bb8-ace4-4d06-a271-d2512a0946d2,49,0,0,7514.33
11de05c7-63bb-4f3f-a77d-38ca18bc4493,,,22843ae0-d871-4c6f-8bf8-18fb6eaff0a5,53,0,0,7828.2
11de05c7-63bb-4f3f-a77d-38ca18bc4493,,,e845f006-c2d1-40b7-a898-6275268fe119,57,0,0,8094.97
11de05c7-63bb-4f3f-a77d-38ca18bc4493,12:40:00,12:40:00,e968e145-26c8-4c0f-bd92-3de6cd174099,64,0,0,8957.48
97cac8d8-5568-4295-9886-efcee41cf247,09:15:00,09:15:00,18dbb456-aa0a-4f6d-a399-f4a70e179952,0,0,0,0
97cac8d8-5568-4295-9886-efcee41cf247,,,9056c944-fb01-4ed3-acb0-994db322217d,2,0,0,245.46
97cac8d8-5568-4295-9886-efcee41cf247,09:17:00,09:17:00,9398930b-8e4e-48c4-90a2-257573db3310,5,0,0,620.04
97cac8d8-5568-4295-9886-efcee41cf247,,,84e35b14-0925-4208-a6bb-792d1a160995,6,0,0,942.71
97cac8d8-5568-4295-9886-efcee41cf247,,,ceeb9297-bf53-4a97-b4d0-7450c0b633e5,7,0,0,1245.13
97cac8d8-5568-4295-9886-efcee41cf247,,,1626aaf8-445e-4000-bdfc-13e4154fae41,8,0,0,1649.64
97cac8d8-5568-4295-9886-efcee41cf247,,,28b3d5a0-1867-4752-a184-aa962f47791a,9,0,0,1857.7
97cac8d8-5568-4295-9886-efcee41cf247,,,e7d38cc5-8a1e-4d66-9bff-f77c5aca971e,10,0,0,2080.39
97cac8d8-5568-4295-9886-efcee41cf247,,,844327eb-0586-49b3-b07f-25689fa50e0c,11,0,0,2330.42
97cac8d8-5568-4295-9886-efcee41cf247,,,ae52ec71-8d0a-4fee-9621-0c1782cb3f4b,12,0,0,2758.93
97cac8d8-5568-4295-9886-efcee41cf247,,,e6e8ab3f-648d-48e2-9637-aaca9cfb27c5,14,0,0,2999.33
97cac8d8-5568-4295-9886-efcee41cf247,09:22:00,09:22:00,2e502445-a463-4753-b046-4017a4dbd616,15,0,0,3384.24
97cac8d8-5568-4295-9886-efcee41cf247,,,4aadb688-78bb-4ab7-9e3d-96ed71d0afd0,16,0,0,3510.41
97cac8d8-5568-4295-9886-efcee41cf247,,,835a03a3-1a4b-46e8-b68d-edb4cbaeedab,17,0,0,3866.78
97cac8d8-5568-4295-9886-efcee41cf247,,,f81f678c-68b3-4892-9231-f83a9f5d7593,19,0,0,4375.66
97cac8d8-5568-4295-9886-efcee41cf247,,,6ce93ac0-ab71-4ac6-91f6-c1721347ee3c,21,0,0,4891.17
97cac8d8-5568-4295-9886-efcee41cf247,09:26:00,09:26:00,f5357115-e15f-49b3-ba8d-b8584de02ef6,22,0,0,5390.12
97cac8d8-5568-4295-9886-efcee41cf247,,,a35f3376-5d14-4a1c-969d-c217079f1850,23,0,0,5796.78
97cac8d8-5568-4295-9886-efcee41cf247,,,f3324227-0627-4561-a4e8-afbbdc39aa30,24,0,0,6116.28
97cac8d8-5568-4295-9886-efcee41cf247,,,648536e8-5af2-46a2-bc34-adeef2bd1bfa,25,0,0,6477.53
97cac8d8-5568-4295-9886-efcee41cf247,09:35:00,09:35:00,08701547-618e-48ef-9d6d-80be4f66d919,35,0,0,7510.79
41df9437-1c68-4662-839d-3c850a25c528,18:38:00,18:38:00,36c121cc-64db-4839-b6c8-dd8e932d7f1d,0,0,0,0
41df9437-1c68-4662-839d-3c850a25c528,,,81779622-54bf-41d4-a6cf-1f9034eb9882,5,0,0,390.96
41df9437-1c68-4662-839d-3c850a25c528,,,8257d4e6-c30d-47d1-9c9b-e1d08d37baf3,6,0,0,472.64
41df9437-1c68-4662-839d-3c850a25c528,,,608c505e-123e-4808-a601-cb5964c4219f,8,0,0,767.09
41df9437-1c68-4662-839d-3c850a25c528,,,e97e91ef-a36d-4c65-a7ff-5f70ca6deb1f,10,0,0,1287
41df9437-1c68-4662-839d-3c850a25c528,18:43:00,18:43:00,8c070ae5-82e5-4a10-b886-23b9074a8a0f,11,0,0,1773.41
41df9437-1c68-4662-839d-3c850a25c528,,,659b6f2a-4c4b-4ab4-a158-bc2556651a7a,12,0,0,2584.16
41df9437-1c68-4662-839d-3c850a25c528,,,a6373b2a-b131-4167-b8dd-4eeff1840eb6,13,0,0,2737.12
41df9437-1c68-4662-839d-3c850a25c528,,,0eb8fe7e-1bef-4e06-85f1-979d6dc35973,14,0,0,3181.02
41df9437-1c68-4662-839d-3c850a25c528,,,3417f56d-045d-45f2-9db5-8a55472162e8,15,0,0,3583.1
41df9437-1c68-4662-839d-3c850a25c528,,,a9c1fe05-38f5-4036-844d-50145c3d4f2d,16,0,0,3870.47
41df9437-1c68-4662-839d-3c850a25c528,18:48:00,18:48:00,294b4c09-a708-4409-b915-6c916b7c8d0f,17,0,0,4121.41
41df9437-1c68-4662-839d-3c850a25c528,,,9f84d8ac-3bc7-4329-9aca-08d3b6dd945d,19,0,0,4437.92
41df9437-1c68-4662-839d-3c850a25c528,,,8f621e4a-e213-4932-b3a0-2dad2a695524,20,0,0,4997.37
41df9437-1c68-4662-839d-3c850a25c528,18:51:00,18:51:00,c6b2e95c-d581-4822-9d3a-84c7b4530bba,21,0,0,5533.18
41df9437-1c68-4662-839d-3c850a25c528,,,ba1be8df-79b9-4be8-9fb6-cd2d5a6d0371,24,0,0,5931.06
41df9437-1c68-4662-839d-3c850a25c528,,,82e9485b-81d3-48ea-9f0c-e27c556307b8,25,0,0,6339.43
41df9437-1c68-4662-839d-3c850a25c528,,,94de1711-e245-4e9b-a151-b5bf498829e0,30,0,0,6833.95
41df9437-1c68-4662-839d-3c850a25c528,,,8b3e4a20-95c8-4e66-ab06-1a3c5c4306e2,31,0,0,7269.47
41df9437-1c68-4662-839d-3c850a25c528,,,be626fa8-d2ac-4873-be0f-95ba4fddd6d0,36,0,0,7870.81
41df9437-1c68-4662-839d-3c850a25c528,,,ce8ddcff-6c5d-43b0-81ae-0c901c034f3c,37,0,0,8292.36
41df9437-1c68-4662-839d-3c850a25c528,19:00:00,19:00:00,e968e145-26c8-4c0f-bd92-3de6cd174099,38,0,0,8560.12
048e1366-88a4-4df6-baaa-c0f405772632,14:40:00,14:40:00,959d5272-6374-48b2-a57f-e2cc1eacb8fe,0,0,0,0
048e1366-88a4-4df6-baaa-c0f405772632,,,429c2f36-7053-45e3-8bf0-14d67e3d8cde,4,0,0,583.43
048e1366-88a4-4df6-baaa-c0f405772632,,,d34db576-c860-4d82-8fcf-485afbed2d9d,6,0,0,1309.52
048e1366-88a4-4df6-baaa-c0f405772632,,,7bd2ec6f-7de6-434a-bc40-5e2535a7b510,7,0,0,1652.21
048e1366-88a4-4df6-baaa-c0f405772632,,,8906dfba-579e-43b3-b096-3a5da5546f0f,9,0,0,2042.38
048e1366-88a4-4df6-baaa-c0f405772632,,,11176d60-e494-437f-98fc-f747ce180573,10,0,0,2191.55
048e1366-88a4-4df6-baaa-c0f405772632,,,f90190df-3ab6-4de3-9a84-b2a03480a65c,11,0,0,2458.85
048e1366-88a4-4df6-baaa-c0f405772632,,,550f83dc-02e4-412a-b162-75cf1b205353,12,0,0,2913.2
048e1366-88a4-4df6-baaa-c0f405772632,,,fccf4007-b186-4541-b7ae-2dd948de899b,13,0,0,3627.86
048e1366-88a4-4df6-baaa-c0f405772632,14:49:00,14:49:00,05151976-8735-4a40-81d0-6349de506c03,15,0,0,3954.97
048e1366-88a4-4df6-baaa-c0f405772632,,,cdc8f6ce-aafe-4c66-bef4-9562b5afe008,19,0,0,4479.14
048e1366-88a4-4df6-baaa-c0f405772632,,,52a2921c-9a0b-4c70-9485-f72a7d871fc7,24,0,0,4950.66
048e1366-88a4-4df6-baaa-c0f405772632,14:53:00,14:53:00,47eeef77-3445-4eda-a21d-7af8909efab2,29,0,0,5390.9
048e1366-88a4-4df6-baaa-c0f405772632,,,312ba5f5-df57-4e09-8893-b7404ff1096f,30,0,0,5889.56
048e1366-88a4-4df6-baaa-c0f405772632,,,26c79491-c8b8-43c9-9989-ed02c3fcc8b0,31,0,0,6409.09
048e1366-88a4-4df6-baaa-c0f405772632,,,10ff5646-5919-46ff-a33b-806062648f0f,33,0,0,6713.07
048e1366-88a4-4df6-baaa-c0f405772632,,,e3ccb970-d272-4934-926e-9a8391cc3a97,34,0,0,6991.19
048e1366-88a4-4df6-baaa-c0f405772632,,,f080a37d-ae57-4808-9b86-f503145e0c46,36,0,0,7541.21
048e1366-88a4-4df6-baaa-c0f405772632,14:59:00,14:59:00,8178e2b1-dd48-40dd-b7c1-174c709be346,37,0,0,7853.66
048e1366-88a4-4df6-baaa-c0f405772632,,,24bd9935-2f5e-45d4-9746-e5b8eb76ff07,39,0,0,8068.07
048e1366-88a4-4df6-baaa-c0f405772632,15:05:00,15:05:00,e968e145-26c8-4c0f-bd92-3de6cd174099,48,0,0,9177.41
d666fab5-e5ed-4e82-84f2-edb037be6c8a,17:55:00,17:55:00,18f30aeb-84a0-47a6-b076-2d91c2bd8dad,0,0,0,0
d666fab5-e5ed-4e82-84f2-edb037be6c8a,,,49d2c945-a21a-4009-b834-6be9039b7358,7,0,0,759.31
d666fab5-e5ed-4e82-84f2-edb037be6c8a,,,bf95019b-4f51-46df-b215-7f24ae95dde1,10,0,0,1260.54
d666fab5-e5ed-4e82-84f2-edb037be6c8a,,,749c7336-6087-45dc-aa79-12371b712b6d,11,0,0,1941.33
d666fab5-e5ed-4e82-84f2-edb037be6c8a,,,b8d8d014-b0e9-427e-9b8b-19ed43703fc4,12,0,0,2138.4
d666fab5-e5ed-4e82-84f2-edb037be6c8a,,,b96521a3-e8f7-41f9-8aa3-50ca58701643,13,0,0,2496.48
d666fab5-e5ed-4e82-84f2-edb037be6c8a,,,ed2287d8-894b-47c3-b49c-be996b5b389a,14,0,0,3101.98
d666fab5-e5ed-4e82-84f2-edb037be6c8a,,,2d2a7ec8-d33d-4a75-a7da-bf384ed14e16,15,0,0,3449.39
d666fab5-e5ed-4e82-84f2-edb037be6c8a,,,9de237df-a94b-4a4b-aa8f-ced0832a39f2,16,0,0,4244.66
d666fab5-e5ed-4e82-84f2-edb037be6c8a,,,e6e8ab3f-648d-48e2-9637-aaca9cfb27c5,17,0,0,4912.17
d666fab5-e5ed-4e82-84f2-edb037be6c8a,18:04:00,18:04:00,2e502445-a463-4753-b046-4017a4dbd616,18,0,0,5297.08
d666fab5-e5ed-4e82-84f2-edb037be6c8a,,,4aadb688-78bb-4ab7-9e3d-96ed71d0afd0,19,0,0,5423.25
d666fab5-e5ed-4e82-84f2-edb037be6c8a,,,835a03a3-1a4b-46e8-b68d-edb4cbaeedab,20,0,0,5779.62
d666fab5-e5ed-4e82-84f2-edb037be6c8a,,,3df84578-641d-4a58-964e-a93b06b40f1e,22,0,0,6008.32
d666fab5-e5ed-4e82-84f2-edb037be6c8a,,,e3605ab8-eb2d-40fe-8a04-c08f5c70a8c6,23,0,0,6200.8
d666fab5-e5ed-4e82-84f2-edb037be6c8a,18:09:00,18:09:00,a8f13c88-6238-41e9-8489-971ffa234544,27,0,0,6761.49
d666fab5-e5ed-4e82-84f2-edb037be6c8a,,,386a38ee-7a49-47b0-810c-8fc390afc8a7,29,0,0,6985.2
d666fab5-e5ed-4e82-84f2-edb037be6c8a,,,5672f389-9221-4214-be1d-b6774aa23d6c,30,0,0,7176.13
d666fab5-e5ed-4e82-84f2-edb037be6c8a,,,a958dcc0-13f2-4d45-b55c-4efead242a9e,33,0,0,7585.05
d666fab5-e5ed-4e82-84f2-edb037be6c8a,,,f81f678c-68b3-4892-9231-f83a9f5d7593,37,0,0,8028.45
d666fab5-e5ed-4e82-84f2-edb037be6c8a,,,6ce93ac0-ab71-4ac6-91f6-c1721347ee3c,39,0,0,8543.79
d666fab5-e5ed-4e82-84f2-edb037be6c8a,18:15:00,18:15:00,f5357115-e15f-49b3-ba8d-b8584de02ef6,40,0,0,9042.74
d666fab5-e5ed-4e82-84f2-edb037be6c8a,,,a35f3376-5d14-4a1c-969d-c217079f1850,41,0,0,9449.4
d666fab5-e5ed-4e82-84f2-edb037be6c8a,,,f3324227-0627-4561-a4e8-afbbdc39aa30,42,0,0,9768.9
d666fab5-e5ed-4e82-84f2-edb037be6c8a,,,648536e8-5af2-46a2-bc34-adeef2bd1bfa,43,0,0,10130.15
d666fab5-e5ed-4e82-84f2-edb037be6c8a,18:22:00,18:22:00,08701547-618e-48ef-9d6d-80be4f66d919,53,0,0,11161.79
41ef11ed-6ef6-471c-8105-8481c71ded7e,08:18:00,08:18:00,36c121cc-64db-4839-b6c8-dd8e932d7f1d,0,0,0,0
41ef11ed-6ef6-471c-8105-8481c71ded7e,,,81779622-54bf-41d4-a6cf-1f9034eb9882,5,0,0,390.96
41ef11ed-6ef6-471c-8105-8481c71ded7e,,,8257d4e6-c30d-47d1-9c9b-e1d08d37baf3,6,0,0,472.64
41ef11ed-6ef6-471c-8105-8481c71ded7e,,,608c505e-123e-4808-a601-cb5964c4219f,8,0,0,767.09
41ef11ed-6ef6-471c-8105-8481c71ded7e,,,e97e91ef-a36d-4c65-a7ff-5f70ca6deb1f,10,0,0,1287
41ef11ed-6ef6-471c-8105-8481c71ded7e,08:23:00,08:23:00,8c070ae5-82e5-4a10-b886-23b9074a8a0f,11,0,0,1773.41
41ef11ed-6ef6-471c-8105-8481c71ded7e,,,659b6f2a-4c4b-4ab4-a158-bc2556651a7a,12,0,0,2584.16
41ef11ed-6ef6-471c-8105-8481c71ded7e,,,a6373b2a-b131-4167-b8dd-4eeff1840eb6,13,0,0,2737.12
41ef11ed-6ef6-471c-8105-8481c71ded7e,,,0eb8fe7e-1bef-4e06-85f1-979d6dc35973,14,0,0,3181.02
41ef11ed-6ef6-471c-8105-8481c71ded7e,,,3417f56d-045d-45f2-9db5-8a55472162e8,15,0,0,3583.1
41ef11ed-6ef6-471c-8105-8481c71ded7e,,,a9c1fe05-38f5-4036-844d-50145c3d4f2d,16,0,0,3870.47
41ef11ed-6ef6-471c-8105-8481c71ded7e,08:28:00,08:28:00,294b4c09-a708-4409-b915-6c916b7c8d0f,17,0,0,4121.41
41ef11ed-6ef6-471c-8105-8481c71ded7e,,,9f84d8ac-3bc7-4329-9aca-08d3b6dd945d,19,0,0,4437.92
