route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id
104b23f1-2759-4213-9c61-9a3e5c49fabe,daeff934-1aa4-47a4-8e98-b85c8346215d,483b71b6-d3f3-4fcf-85bc-b0f37a57c6a5,66869477-bd09-4e90-9384-9402e55cef73,"",0,e0fdfbcc-7778-4eae-80f0-3f7f8e0133fa
bf428481-1da3-429f-a6a1-da812de5d9a5,4aa625a5-b7c5-45e4-a8f7-978dcd25c66d,3ac04efb-4426-4091-b538-19716c426bda,0dde329f-5c0f-42bd-b589-309024987f49,"",0,16d08ed7-14dd-4a91-b11a-116b83115c54
d37c01aa-4410-4731-a678-ef7e8acb6f9f,daeff934-1aa4-47a4-8e98-b85c8346215d,b7d822c9-f4b2-4292-85b4-5f0c1fc463fe,fe285ccf-7e81-4e36-affb-7c38bc325333,"",0,4a0be9e5-35b5-4ba1-817a-4d85872be261
bf428481-1da3-429f-a6a1-da812de5d9a5,daeff934-1aa4-47a4-8e98-b85c8346215d,c63ca99c-8420-47b2-bf06-354b0260767c,0dde329f-5c0f-42bd-b589-309024987f49,"",0,d4de7aca-7bef-4680-95a3-57a69d868542
e9d0a85f-9761-47d0-8692-ff5fab4b8f54,f41f7ecc-e43c-40eb-b0da-01d21d985816,11de05c7-63bb-4f3f-a77d-38ca18bc4493,8388181d-003d-4ee3-a6a5-2b7f4467a81a,"",0,74111f0a-03fc-49ff-b926-6fc41a914b0c
bf428481-1da3-429f-a6a1-da812de5d9a5,f41f7ecc-e43c-40eb-b0da-01d21d985816,97cac8d8-5568-4295-9886-efcee41cf247,cf62fe90-a4b8-4ccc-a24d-2b6cc54fefa9,"",1,7bc7948e-abbf-4f5e-bc78-63715852155f
ee5868d0-8295-4de7-9eec-773c73510f12,4aa625a5-b7c5-45e4-a8f7-978dcd25c66d,41df9437-1c68-4662-839d-3c850a25c528,789dca8f-6ea3-4301-aec7-06510b760b72,"",0,36ebc965-7815-4857-985e-fdec6605c90a
bc817959-44c7-4a8e-b39c-bd2fb01c653b,f41f7ecc-e43c-40eb-b0da-01d21d985816,048e1366-88a4-4df6-baaa-c0f405772632,bdeb5798-1b6d-401f-b930-9ab2a24d39d9,"",0,8481a72b-8bed-4a0d-ac45-1d61a8286ec4
c5eeba06-5c15-47f6-b123-2742b77fb67f,75c45e49-facd-42cd-bbb7-1d649303c072,d666fab5-e5ed-4e82-84f2-edb037be6c8a,39526b4c-cca5-42f7-a8d9-db626989b32d,"",0,aebddfd4-d0a2-4a61-952a-c6ec4909c05c
ee5868d0-8295-4de7-9eec-773c73510f12,daeff934-1aa4-47a4-8e98-b85c8346215d,41ef11ed-6ef6-471c-8105-8481c71ded7e,789dca8f-6ea3-4301-aec7-06510b760b72,"",0,42c70c54-b04c-4d00-a343-a0e2b8dcaa75
