route_id, route_short_name,route_long_name,route_desc,route_type
546.1,CO001,WILLOWBROOK SHUTTLE ROUTE B,WILLOWBROOK SHUTTLE-ROUTE 1,3
546.2,CO001,WILLOWBROOK SHUTTLE ROUTE B_1,WILLOWBROOK SHUTTLE-ROUTE 1,3
546.3,CO001,WILLOWBROOK SHUTTLE ROUTE B_2,WILLOWBROOK SHUTTLE-ROUTE 1,3
548.1,CO002,WILLOWBROOK SHUTTLE ROUTE A_1,WILLOWBROOK SHUTTLE-ROUTE 2,3
616.1,COKDS,KING DREW MED CTR SHUTTLE,KING DREW SHUTTLE,3
616.2,COKDS,KING DREW MED CTR SHUTTLE_1,KING DREW SHUTTLE,3
616.3,COKDS,KING DREW MED CTR SHUTTLE_2,KING DREW SHUTTLE,3
1348.1,COCCS,CHILDRENS COURT SHUTTLE,CHILDRENS COURT SHUTTLE(CSULA-SHERIFFS DEPT-CHILDRENS COURT,3
1348.2,COCCS,CHILDRENS COURT SHUTTLE_1,CHILDRENS COURT SHUTTLE(CSULA-SHERIFFS DEPT-CHILDRENS COURT,3
1348.3,COCCS,CHILDRENS COURT SHUTTLE_2,CHILDRENS COURT SHUTTLE(CSULA-SHERIFFS DEPT-CHILDRENS COURT,3
1350.1,COCCS,CHILDRENS COURT SHUTTLE_3,CHILDRENS COURT SHUTTLE(CSULA-SHERIFFS DEPT-CHILDRENS COURT,3
1350.2,COCCS,CHILDRENS COURT SHUTTLE_4,CHILDRENS COURT SHUTTLE(CSULA-SHERIFFS DEPT-CHILDRENS COURT,3
1350.3,COCCS,CHILDRENS COURT SHUTTLE_5,CHILDRENS COURT SHUTTLE(CSULA-SHERIFFS DEPT-CHILDRENS COURT,3
2044.1,CO CT,EL SOL ELA SHUTTLE RTE A,ELA SHUTTLE CITY TERRACE - ELAC (CLOCKWISE) ROUTE A,3
2044.2,CO CT,EL SOL ELA SHUTTLE RTE A_1,ELA SHUTTLE CITY TERRACE - ELAC (CLOCKWISE) ROUTE A,3
2045.1,CO CT,EL SOL ELA SHUTTLE RTE B,ELA SHUTTLE CITY TERRACE - ELAC (COUNTER CLOCKWISE) RTE B,3
2045.2,CO CT,EL SOL ELA SHUTTLE RTE B_1,ELA SHUTTLE CITY TERRACE - ELAC (COUNTER CLOCKWISE) RTE B,3
2046.1,COUPS,EL SOL ELA SHUTTLE RTE A,ELA SHUTTLE UNION PACIFIC - SALAZAR PARK - ROUTE A,3
2046.2,COUPS,EL SOL ELA SHUTTLE RTE A_1,ELA SHUTTLE UNION PACIFIC - SALAZAR PARK - ROUTE A,3
2047.1,COUPS,EL SOL ELA SHUTTLE RTE B,ELA SHUTTLE UNION PACIFIC-SALAZAR PARK - ROUTE B,3
2047.2,COUPS,EL SOL ELA SHUTTLE RTE B_1,ELA SHUTTLE UNION PACIFIC-SALAZAR PARK - ROUTE B,3
2048.1,COWSP,EL SOL ELA SHUTTLE RTE A,ELA SHUTTLE WHITTIER BL - SAYBROOK PARK ROUTE A,3
2048.2,COWSP,EL SOL ELA SHUTTLE RTE A_1,ELA SHUTTLE WHITTIER BL - SAYBROOK PARK ROUTE A,3
2049.1,COWSP,EL SOL ELA SHUTTLE RTE B,ELA SHUTTLE WHITTIER-SAYBROOK PARK ROUTE B,3
2049.2,COWSP,EL SOL ELA SHUTTLE RTE B_1,ELA SHUTTLE WHITTIER-SAYBROOK PARK ROUTE B,3
2828.1,COAAD,ACTON - AGUA DULCE SHUTTLE,ACTON - AGUA DULCE ROUTE,3
2829.1,COAAD,ACTON - AGUA DULCE SHUTTLE_1,,3
2842.1,COEVS,EAST VALINDA SHUTTLE,,3
2843.1,COEVS,EAST VALINDA SHUTTLE_1,,3
2924.1,COABW,AVOCADO HEIGHTS-BASSETT -WEST VALINDA SHUTTLE,,3
2925.1,COABW,AVOCADO HEIGHTS-BASSETT -WEST VALINDA SHUTTLE_1,,3
2925.2,COABW,AVOCADO HEIGHTS-BASSETT -WEST VALINDA SHUTTLE_2,,3
2928.1,COLNS,LOS NIETOS SHUTTLE,LOS NIETOS AREA FREE SHUTTLE,3
2928.2,COLNS,LOS NIETOS SHUTTLE_1,LOS NIETOS AREA FREE SHUTTLE,3
2928.3,COLNS,LOS NIETOS SHUTTLE_2,LOS NIETOS AREA FREE SHUTTLE,3
3107.1,COFFW,WALNUT PARK SHUTTLE - CLOCKWISE,FLORENCE-FIRESTONE-WALNUT PARK SHUTTLE,3
3108.1,COFFW,WALNUT PARK SHUTTLE- COUNTER CLOCKWISE,FLORENCE-FIRESTONE-WALNUT PARK SHUTTLE,3
3109.1,CO AT,ATHENS SHUTTLE,,3
3110.1,CO LN,LENNOX SHUTTLE,,3
3202.1,COBPS,BALDWIN HILLS PARKLANDS SHUTTLE,,3
3233.1,CO002,WILLOWBROOK SHUTTLE ROUTE A,WILLOWBROOK SHUTTLE-ROUTE 2,3
3341.1,COWCS,WELLNESS CENTER SHUTTLE,,3
3483.1,CO HH,HEIGHTS HOPPER SHUTTLE,ROWLAND HEIGHTS PARK,3
3484.1,CO HH,HEIGHTS HOPPER SHUTTLE_1,HACIENDA HEIGHTS COMMUNITY CENTER,3
