from_stop_id,to_stop_id,transfer_type
10004,10005,0
10005,10004,0
10005,10005,0
10037,10037,0
10081,10081,0
10091,10091,0
10103,10103,0
10108,10108,0
10115,10115,0
10116,10116,0
10119,10119,0
10122,10122,0
10129,10129,0
10131,10131,0
10135,10135,0
10136,10136,0
10140,10140,0
10141,10141,0
10142,10142,0
10143,10143,0
10149,10149,0
10151,10151,0
10154,10154,0
10155,10155,0
10158,10158,0
10162,10162,0
10163,10163,0
10166,10166,0
10167,10167,0
10169,10169,0
10174,10174,0
10180,10180,0
10181,10181,0
10182,10182,0
10183,10183,0
10184,10184,0
10185,10185,0
10190,10190,0
10191,10191,0
10195,10195,0
10197,10197,0
10206,10206,0
10216,10216,0
10218,10218,0
10222,10222,0
10226,10226,0
10227,10227,0
10229,10229,0
10230,10230,0
10231,10231,0
10231,10240,0
10232,10232,0
10233,10233,0
10235,10235,0
10237,10237,0
10238,10238,0
10240,10231,0
10243,10243,0
10244,10244,0
10251,10251,0
10252,10252,0
10256,10256,0
10257,10257,0
10259,10259,0
10259,10275,0
10260,10260,0
10264,10264,0
10264,10267,0
10265,10265,0
10265,10266,0
10266,10265,0
10266,10266,0
10267,10264,0
10267,10267,0
10275,10259,0
10275,10275,0
10282,10282,0
10285,10285,0
10288,10288,0
10289,10289,0
10302,10302,0
10303,10303,0
10304,10304,0
10305,10305,0
10306,10306,0
10308,10308,0
10310,10310,0
10312,10312,0
10315,10315,0
10316,10316,0
10318,10318,0
10319,10319,0
10321,10321,0
10321,10323,0
10322,10322,0
10323,10321,0
10323,10323,0
10324,10324,0
10325,10325,0
10326,10326,0
10349,10349,0
10349,10350,0
10350,10349,0
10350,10350,0
10351,10351,0
10352,10352,0
10353,10353,0
10354,10354,0
10355,10355,0
10356,10356,0
10358,10358,0
10360,10360,0
10361,10361,0
10362,10362,0
10363,10363,0
10364,10364,0
10366,10366,0
10366,10376,0
10368,10368,0
10369,10369,0
10370,10370,0
10371,10371,0
10374,10374,0
10376,10366,0
10376,10376,0
10376,10378,0
10377,10377,0
10378,10376,0
10378,10378,0
10380,10380,0
10381,10381,0
10384,10384,0
10385,10385,0
10389,10389,0
10390,10390,0
10392,10392,0
10394,10394,0
10395,10395,0
10398,10398,0
10399,10399,0
10400,10400,0
10401,10401,0
10402,10402,0
10403,10403,0
10405,10405,0
10406,10406,0
10407,10407,0
10408,10408,0
10409,10409,0
10410,10410,0
10412,10412,0
10414,10414,0
10416,10416,0
10417,10417,0
10420,10420,0
10421,10421,0
10422,10422,0
10424,10424,0
10434,10434,0
10435,10435,0
10436,10436,0
10437,10437,0
10438,10438,0
10439,10439,0
10440,10440,0
10441,10444,0
10442,10442,0
10443,10443,0
10444,10441,0
10444,10444,0
10445,10445,0
10446,10446,0
10447,10447,0
10448,10448,0
10451,10451,0
10455,10455,0
10456,10456,0
10457,10457,0
10459,10459,0
10460,10460,0
10461,10461,0
10463,10463,0
10466,10466,0
10467,10467,0
10472,10472,0
10475,10475,0
10480,10480,0
10481,10481,0
10482,10482,0
10484,10487,0
10486,10486,0
10486,10489,0
10487,10484,0
10487,10487,0
10488,10488,0
10489,10486,0
10489,10489,0
10492,10492,0
10493,10493,0
10494,10494,0
10502,10502,0
10504,10504,0
10504,10506,0
10506,10504,0
10506,10506,0
10510,10510,0
10514,10514,0
10518,10518,0
10521,10521,0
10532,10532,0
10535,10535,0
10536,10536,0
10537,10537,0
10566,10566,0
10569,10569,0
10570,10570,0
10571,10571,0
10572,10572,0
10576,10576,0
10586,10586,0
10591,10591,0
10599,10599,0
10603,10603,0
10610,10610,0
10611,10611,0
10615,10615,0
10635,10635,0
10640,10640,0
10643,10643,0
10650,10650,0
10652,10652,0
10659,10659,0
10668,10668,0
10680,10680,0
10681,10681,0
10691,10691,0
10700,10700,0
10706,10707,0
10707,10706,0
10707,10707,0
